      spec     ebeam        ep    thetac        xb        q2        w2      xsec      perr      stat      gerr   density       cer     model       kin       csb       acc       rad      live      pion
   1.00000  10.60200   2.05967  32.97500   0.43889   7.03541   9.87500   0.79624   0.00798   0.00710   0.01312   0.01130   0.00100   0.00118   0.00065   0.00047   0.00015   0.00504   0.00373   0.00140
   1.00000  10.60200   2.01243  32.97500   0.42646   6.87406  10.12500   0.79001   0.00770   0.00678   0.01323   0.01130   0.00100   0.00086   0.00195   0.00058   0.00015   0.00505   0.00373   0.00140
   1.00000  10.60200   1.96520  32.97500   0.41418   6.71270  10.37500   0.79429   0.00745   0.00651   0.01314   0.01130   0.00100   0.00048   0.00135   0.00072   0.00015   0.00506   0.00373   0.00140
   1.00000  10.60200   1.91796  32.97500   0.40202   6.55135  10.62500   0.80059   0.00745   0.00655   0.01315   0.01130   0.00100   0.00021   0.00130   0.00090   0.00014   0.00507   0.00373   0.00140
   1.00000  10.60200   3.07529  32.97500   0.74373  10.50456   4.50000   0.74710   0.01491   0.01454   0.01296   0.01130   0.00100   0.00198   0.00240   0.00001   0.00045   0.00500   0.00151   0.00140
   1.00000  10.60200   3.03750  32.97500   0.73092  10.37547   4.70000   0.71697   0.01291   0.01249   0.01280   0.01130   0.00100   0.00121   0.00204   0.00001   0.00042   0.00500   0.00151   0.00140
   1.00000  10.60200   2.99971  32.97500   0.71824  10.24639   4.90000   0.71826   0.01146   0.01099   0.01264   0.01130   0.00100   0.00056   0.00110   0.00001   0.00040   0.00500   0.00151   0.00140
   1.00000  10.60200   2.96192  32.97500   0.70568  10.11730   5.10000   0.72599   0.01052   0.01001   0.01267   0.01130   0.00100   0.00029   0.00150   0.00001   0.00038   0.00500   0.00151   0.00140
   1.00000  10.60200   2.92413  32.97500   0.69325   9.98822   5.30000   0.72604   0.00984   0.00931   0.01265   0.01130   0.00100   0.00001   0.00138   0.00002   0.00036   0.00500   0.00151   0.00140
   1.00000  10.60200   2.88634  32.97500   0.68094   9.85913   5.50000   0.72623   0.00931   0.00874   0.01262   0.01130   0.00100   0.00039   0.00105   0.00002   0.00034   0.00500   0.00151   0.00140
   1.00000  10.60200   2.84855  32.97500   0.66875   9.73005   5.70000   0.73830   0.00882   0.00822   0.01262   0.01130   0.00100   0.00062   0.00091   0.00002   0.00032   0.00500   0.00151   0.00140
   1.00000  10.60200   2.81076  32.97500   0.65667   9.60097   5.90000   0.73566   0.00837   0.00774   0.01271   0.01130   0.00100   0.00080   0.00168   0.00002   0.00031   0.00500   0.00151   0.00140
   1.00000  10.60200   2.77297  32.97500   0.64472   9.47188   6.10000   0.73992   0.00794   0.00729   0.01261   0.01130   0.00100   0.00071   0.00076   0.00002   0.00029   0.00500   0.00151   0.00140
   1.00000  10.60200   2.73518  32.97500   0.63288   9.34280   6.30000   0.74355   0.00761   0.00692   0.01263   0.01130   0.00100   0.00065   0.00104   0.00003   0.00028   0.00500   0.00151   0.00140
   1.00000  10.60200   2.69739  32.97500   0.62115   9.21371   6.50000   0.73882   0.00733   0.00660   0.01272   0.01130   0.00100   0.00075   0.00179   0.00003   0.00027   0.00501   0.00151   0.00140
   1.00000  10.60200   2.65960  32.97500   0.60953   9.08463   6.70000   0.74465   0.00703   0.00628   0.01307   0.01130   0.00100   0.00089   0.00346   0.00004   0.00026   0.00501   0.00151   0.00140
   1.00000  10.60200   2.62181  32.97500   0.59803   8.95554   6.90000   0.75707   0.00677   0.00598   0.01330   0.01130   0.00100   0.00095   0.00425   0.00004   0.00025   0.00501   0.00151   0.00140
   1.00000  10.60200   2.58402  32.97500   0.58663   8.82646   7.10000   0.74793   0.00654   0.00572   0.01284   0.01130   0.00100   0.00077   0.00250   0.00005   0.00024   0.00501   0.00151   0.00140
   1.00000  10.60200   2.54623  32.97500   0.57534   8.69737   7.30000   0.75138   0.00635   0.00550   0.01306   0.01130   0.00100   0.00036   0.00351   0.00006   0.00023   0.00501   0.00151   0.00140
   1.00000  10.60200   2.50843  32.97500   0.56415   8.56829   7.50000   0.76053   0.00615   0.00527   0.01270   0.01130   0.00100   0.00002   0.00182   0.00007   0.00022   0.00501   0.00151   0.00140
   1.00000  10.60200   2.47064  32.97500   0.55307   8.43921   7.70000   0.76094   0.00599   0.00510   0.01268   0.01130   0.00100   0.00065   0.00152   0.00008   0.00021   0.00501   0.00151   0.00140
   1.00000  10.60200   2.43285  32.97500   0.54209   8.31012   7.90000   0.75655   0.00585   0.00494   0.01284   0.01130   0.00100   0.00061   0.00253   0.00009   0.00021   0.00501   0.00151   0.00140
   1.00000  10.60200   2.39506  32.97500   0.53121   8.18104   8.10000   0.76415   0.00575   0.00486   0.01281   0.01130   0.00100   0.00110   0.00219   0.00011   0.00020   0.00501   0.00151   0.00140
   1.00000  10.60200   2.35727  32.97500   0.52043   8.05195   8.30000   0.76686   0.00586   0.00500   0.01278   0.01130   0.00100   0.00088   0.00213   0.00013   0.00019   0.00501   0.00151   0.00140
   1.00000  10.60200   3.67522  32.97500   0.92093  12.55377   1.32500   4.11374   0.11872   0.11868   0.00385   0.01130   0.00100   0.00897   0.00188   0.00001   0.00224   0.00519   0.00196   0.00140
   1.00000  10.60200   3.64687  32.97500   0.90994  12.45696   1.47500   1.90255   0.08978   0.08972   0.00703   0.01130   0.00100   0.00555   0.00158   0.00001   0.00185   0.00510   0.00196   0.00140
   1.00000  10.60200   3.61853  32.97500   0.89903  12.36015   1.62500   1.30157   0.06051   0.06044   0.00776   0.01130   0.00100   0.00540   0.00269   0.00001   0.00158   0.00505   0.00196   0.00140
   1.00000  10.60200   3.59019  32.97500   0.88822  12.26333   1.77500   1.21879   0.05219   0.05211   0.00984   0.01130   0.00100   0.00809   0.00069   0.00001   0.00137   0.00504   0.00196   0.00140
   1.00000  10.60200   3.56184  32.97500   0.87748  12.16652   1.92500   1.00177   0.04460   0.04450   0.01313   0.01130   0.00100   0.00639   0.00145   0.00001   0.00121   0.00503   0.00196   0.00140
   1.00000  10.60200   3.53350  32.97500   0.86684  12.06971   2.07500   0.95255   0.03860   0.03849   0.01528   0.01130   0.00100   0.01081   0.00083   0.00001   0.00108   0.00502   0.00196   0.00140
   1.00000  10.60200   3.50516  32.97500   0.85627  11.97289   2.22500   0.71630   0.03328   0.03315   0.02232   0.01130   0.00100   0.01947   0.00200   0.00001   0.00097   0.00501   0.00196   0.00140
   1.00000  10.60200   3.47682  32.97500   0.84579  11.87608   2.37500   0.79481   0.03029   0.03014   0.01554   0.01130   0.00100   0.01294   0.00208   0.00001   0.00088   0.00501   0.00196   0.00140
   1.00000  10.60200   3.44847  32.97500   0.83540  11.77927   2.52500   0.92061   0.02879   0.02864   0.01115   0.01130   0.00100   0.00643   0.00119   0.00001   0.00081   0.00501   0.00196   0.00140
   1.00000  10.60200   3.42013  32.97500   0.82508  11.68245   2.67500   0.87263   0.02625   0.02608   0.01262   0.01130   0.00100   0.00606   0.00060   0.00001   0.00075   0.00501   0.00196   0.00140
   1.00000  10.60200   3.39179  32.97500   0.81484  11.58564   2.82500   0.68567   0.02332   0.02311   0.01586   0.01130   0.00100   0.00620   0.00254   0.00001   0.00069   0.00501   0.00196   0.00140
   1.00000  10.60200   3.36344  32.97500   0.80468  11.48883   2.97500   0.67772   0.02109   0.02088   0.01629   0.01130   0.00100   0.00611   0.00110   0.00001   0.00065   0.00501   0.00196   0.00140
   1.00000  10.60200   3.33510  32.97500   0.79460  11.39201   3.12500   0.72042   0.01997   0.01974   0.01490   0.01130   0.00100   0.00574   0.00115   0.00001   0.00060   0.00500   0.00196   0.00140
   1.00000  10.60200   3.30676  32.97500   0.78460  11.29520   3.27500   0.78453   0.01921   0.01896   0.01320   0.01130   0.00100   0.00503   0.00180   0.00001   0.00057   0.00500   0.00196   0.00140
   1.00000  10.60200   3.27842  32.97500   0.77467  11.19839   3.42500   0.75959   0.01766   0.01739   0.01324   0.01130   0.00100   0.00419   0.00110   0.00001   0.00054   0.00500   0.00196   0.00140
   1.00000  10.60200   3.25007  32.97500   0.76482  11.10157   3.57500   0.78350   0.01655   0.01626   0.01233   0.01130   0.00100   0.00341   0.00199   0.00001   0.00051   0.00500   0.00196   0.00140
   1.00000  10.60200   3.22173  32.97500   0.75504  11.00476   3.72500   0.77034   0.01532   0.01501   0.01237   0.01130   0.00100   0.00277   0.00151   0.00001   0.00048   0.00500   0.00196   0.00140
   1.00000  10.60200   3.19339  32.97500   0.74534  10.90795   3.87500   0.75435   0.01470   0.01436   0.01243   0.01130   0.00100   0.00209   0.00116   0.00001   0.00046   0.00500   0.00196   0.00140
   1.00000  10.60200   3.16504  32.97500   0.73571  10.81113   4.02500   0.75279   0.01375   0.01339   0.01222   0.01130   0.00100   0.00142   0.00107   0.00001   0.00043   0.00500   0.00196   0.00140
   1.00000  10.60200   3.13670  32.97500   0.72615  10.71432   4.17500   0.72967   0.01281   0.01244   0.01270   0.01130   0.00100   0.00099   0.00103   0.00001   0.00041   0.00500   0.00196   0.00140
   1.00000  10.60200   3.10836  32.97500   0.71666  10.61751   4.32500   0.73136   0.01229   0.01190   0.01265   0.01130   0.00100   0.00048   0.00082   0.00001   0.00040   0.00500   0.00196   0.00140
   1.00000  10.60200   3.08002  32.97500   0.70724  10.52069   4.47500   0.72870   0.01162   0.01120   0.01277   0.01130   0.00100   0.00035   0.00069   0.00001   0.00038   0.00500   0.00196   0.00140
   1.00000  10.60200   3.05167  32.97500   0.69790  10.42388   4.62500   0.72095   0.01109   0.01066   0.01287   0.01130   0.00100   0.00006   0.00135   0.00001   0.00036   0.00500   0.00196   0.00140
   1.00000  10.60200   3.02333  32.97500   0.68862  10.32707   4.77500   0.72871   0.01054   0.01009   0.01290   0.01130   0.00100   0.00022   0.00082   0.00002   0.00035   0.00500   0.00196   0.00140
   1.00000  10.60200   1.55023  38.97500   0.43073   7.31641  10.55000   0.78969   0.01514   0.01457   0.01409   0.01130   0.00100   0.00177   0.00179   0.00263   0.00014   0.00514   0.00470   0.00280
   1.00000  10.60200   1.50475  38.97500   0.41600   7.10176  10.85000   0.78958   0.01200   0.01132   0.01443   0.01130   0.00100   0.00255   0.00233   0.00331   0.00014   0.00518   0.00470   0.00280
   1.00000  10.60200   1.45926  38.97500   0.40142   6.88711  11.15000   0.79598   0.01071   0.00996   0.01479   0.01130   0.00100   0.00317   0.00235   0.00415   0.00013   0.00522   0.00470   0.00280
   1.00000  10.60200   1.41378  38.97500   0.38699   6.67245  11.45000   0.79786   0.00990   0.00910   0.01542   0.01130   0.00100   0.00439   0.00223   0.00519   0.00013   0.00528   0.00470   0.00280
   1.00000  10.60200   1.36830  38.97500   0.37269   6.45780  11.75000   0.80475   0.00916   0.00830   0.01644   0.01130   0.00100   0.00573   0.00290   0.00646   0.00012   0.00535   0.00470   0.00280
   1.00000  10.60200   1.32282  38.97500   0.35854   6.24315  12.05000   0.81910   0.00851   0.00757   0.01729   0.01130   0.00100   0.00622   0.00289   0.00798   0.00012   0.00544   0.00470   0.00280
   1.00000  10.60200   1.27734  38.97500   0.34452   6.02850  12.35000   0.81011   0.00795   0.00691   0.01831   0.01130   0.00100   0.00588   0.00394   0.00977   0.00012   0.00555   0.00470   0.00280
   1.00000  10.60200   1.23186  38.97500   0.33064   5.81385  12.65000   0.81075   0.00744   0.00632   0.01932   0.01130   0.00100   0.00533   0.00368   0.01184   0.00011   0.00568   0.00470   0.00280
   1.00000  10.60200   1.18638  38.97500   0.31690   5.59919  12.95000   0.81877   0.00726   0.00617   0.02080   0.01130   0.00100   0.00505   0.00369   0.01417   0.00011   0.00585   0.00470   0.00280
   1.00000  10.60200   1.91787  38.97500   0.55544   9.05152   8.12500   0.76493   0.01799   0.01761   0.01307   0.01100   0.00100   0.00147   0.00282   0.00042   0.00020   0.00503   0.00233   0.00280
   1.00000  10.60200   1.87997  38.97500   0.54210   8.87264   8.37500   0.76972   0.01476   0.01431   0.01309   0.01100   0.00100   0.00185   0.00264   0.00050   0.00019   0.00503   0.00233   0.00280
   1.00000  10.60200   1.84206  38.97500   0.52887   8.69376   8.62500   0.76811   0.01277   0.01226   0.01296   0.01100   0.00100   0.00164   0.00209   0.00061   0.00018   0.00504   0.00233   0.00280
   1.00000  10.60200   1.80416  38.97500   0.51576   8.51489   8.87500   0.76726   0.01180   0.01126   0.01325   0.01100   0.00100   0.00161   0.00342   0.00073   0.00018   0.00504   0.00233   0.00280
   1.00000  10.60200   1.76626  38.97500   0.50276   8.33601   9.12500   0.78256   0.01109   0.01053   0.01292   0.01100   0.00100   0.00160   0.00168   0.00088   0.00017   0.00505   0.00233   0.00280
   1.00000  10.60200   1.72836  38.97500   0.48987   8.15713   9.37500   0.77531   0.01042   0.00982   0.01303   0.01100   0.00100   0.00199   0.00195   0.00107   0.00017   0.00506   0.00233   0.00280
   1.00000  10.60200   1.69046  38.97500   0.47709   7.97826   9.62500   0.79463   0.00983   0.00920   0.01301   0.01100   0.00100   0.00230   0.00108   0.00129   0.00016   0.00507   0.00233   0.00280
   1.00000  10.60200   1.65256  38.97500   0.46441   7.79938   9.87500   0.79563   0.00929   0.00863   0.01322   0.01100   0.00100   0.00304   0.00133   0.00156   0.00015   0.00509   0.00233   0.00280
   1.00000  10.60200   1.61466  38.97500   0.45185   7.62050  10.12500   0.79517   0.00885   0.00814   0.01351   0.01100   0.00100   0.00352   0.00226   0.00190   0.00015   0.00510   0.00233   0.00280
   1.00000  10.60200   1.57676  38.97500   0.43939   7.44163  10.37500   0.79650   0.00842   0.00768   0.01348   0.01100   0.00100   0.00330   0.00200   0.00230   0.00015   0.00513   0.00233   0.00280
   1.00000  10.60200   1.53886  38.97500   0.42703   7.26275  10.62500   0.80252   0.00802   0.00724   0.01343   0.01100   0.00100   0.00190   0.00270   0.00279   0.00014   0.00515   0.00233   0.00280
   1.00000  10.60200   1.50096  38.97500   0.41478   7.08387  10.87500   0.80275   0.00773   0.00692   0.01363   0.01100   0.00100   0.00262   0.00230   0.00337   0.00014   0.00518   0.00233   0.00280
   1.00000  10.60200   1.46305  38.97500   0.40263   6.90499  11.12500   0.80185   0.00766   0.00687   0.01396   0.01100   0.00100   0.00309   0.00247   0.00408   0.00013   0.00522   0.00233   0.00280
   1.00000  10.60200   2.37647  38.97500   0.72663  11.21593   5.10000   0.73084   0.01571   0.01544   0.01282   0.01130   0.00100   0.00048   0.00069   0.00006   0.00038   0.00501   0.00137   0.00280
   1.00000  10.60200   2.34615  38.97500   0.71472  11.07283   5.30000   0.73520   0.01354   0.01322   0.01299   0.01130   0.00100   0.00001   0.00224   0.00007   0.00036   0.00501   0.00137   0.00280
   1.00000  10.60200   2.31583  38.97500   0.70290  10.92973   5.50000   0.74555   0.01199   0.01164   0.01283   0.01130   0.00100   0.00013   0.00104   0.00008   0.00034   0.00501   0.00137   0.00280
   1.00000  10.60200   2.28551  38.97500   0.69117  10.78662   5.70000   0.72369   0.01089   0.01051   0.01286   0.01130   0.00100   0.00036   0.00133   0.00009   0.00032   0.00501   0.00137   0.00280
   1.00000  10.60200   2.25519  38.97500   0.67953  10.64352   5.90000   0.72857   0.01018   0.00977   0.01297   0.01130   0.00100   0.00082   0.00202   0.00010   0.00031   0.00501   0.00137   0.00280
   1.00000  10.60200   2.22487  38.97500   0.66796  10.50042   6.10000   0.74039   0.00961   0.00918   0.01288   0.01130   0.00100   0.00093   0.00120   0.00011   0.00029   0.00501   0.00137   0.00280
   1.00000  10.60200   2.19454  38.97500   0.65648  10.35732   6.30000   0.74389   0.00909   0.00864   0.01309   0.01130   0.00100   0.00110   0.00258   0.00012   0.00028   0.00501   0.00137   0.00280
   1.00000  10.60200   2.16422  38.97500   0.64509  10.21422   6.50000   0.73131   0.00862   0.00814   0.01291   0.01130   0.00100   0.00103   0.00142   0.00014   0.00027   0.00501   0.00137   0.00280
   1.00000  10.60200   2.13390  38.97500   0.63377  10.07112   6.70000   0.74012   0.00820   0.00770   0.01288   0.01130   0.00100   0.00112   0.00104   0.00016   0.00026   0.00501   0.00137   0.00280
   1.00000  10.60200   2.10358  38.97500   0.62254   9.92802   6.90000   0.74327   0.00781   0.00728   0.01292   0.01130   0.00100   0.00148   0.00101   0.00018   0.00025   0.00501   0.00137   0.00280
   1.00000  10.60200   2.07326  38.97500   0.61138   9.78491   7.10000   0.74946   0.00749   0.00694   0.01300   0.01130   0.00100   0.00159   0.00168   0.00021   0.00024   0.00501   0.00137   0.00280
   1.00000  10.60200   2.04294  38.97500   0.60031   9.64181   7.30000   0.74647   0.00715   0.00657   0.01305   0.01130   0.00100   0.00176   0.00186   0.00024   0.00023   0.00502   0.00137   0.00280
   1.00000  10.60200   2.01262  38.97500   0.58931   9.49871   7.50000   0.75206   0.00691   0.00631   0.01312   0.01130   0.00100   0.00166   0.00238   0.00027   0.00022   0.00502   0.00137   0.00280
   1.00000  10.60200   1.98230  38.97500   0.57839   9.35561   7.70000   0.74845   0.00664   0.00601   0.01296   0.01130   0.00100   0.00151   0.00141   0.00031   0.00021   0.00502   0.00137   0.00280
   1.00000  10.60200   1.95198  38.97500   0.56755   9.21251   7.90000   0.75951   0.00639   0.00574   0.01298   0.01130   0.00100   0.00132   0.00169   0.00036   0.00021   0.00502   0.00137   0.00280
   1.00000  10.60200   1.92166  38.97500   0.55678   9.06941   8.10000   0.75946   0.00617   0.00550   0.01316   0.01130   0.00100   0.00153   0.00264   0.00041   0.00020   0.00503   0.00137   0.00280
   1.00000  10.60200   1.89134  38.97500   0.54609   8.92630   8.30000   0.76243   0.00601   0.00532   0.01298   0.01130   0.00100   0.00173   0.00119   0.00048   0.00019   0.00503   0.00137   0.00280
   1.00000  10.60200   1.86102  38.97500   0.53547   8.78320   8.50000   0.76541   0.00584   0.00514   0.01302   0.01130   0.00100   0.00207   0.00102   0.00055   0.00019   0.00503   0.00137   0.00280
   1.00000  10.60200   1.83069  38.97500   0.52492   8.64010   8.70000   0.77063   0.00581   0.00513   0.01300   0.01130   0.00100   0.00151   0.00155   0.00064   0.00018   0.00504   0.00137   0.00280
   1.00000  10.60200   1.80037  38.97500   0.51445   8.49700   8.90000   0.77198   0.00600   0.00535   0.01309   0.01130   0.00100   0.00162   0.00209   0.00074   0.00018   0.00504   0.00137   0.00280
   1.00000  10.60200   2.94878  38.97500   0.91803  13.91697   1.32500   4.65223   0.17614   0.17612   0.00338   0.01130   0.00100   0.00437   0.00226   0.00004   0.00185   0.00511   0.00110   0.00280
   1.00000  10.60200   2.92604  38.97500   0.90801  13.80964   1.47500   1.80968   0.10613   0.10610   0.00559   0.01130   0.00100   0.00607   0.00219   0.00003   0.00158   0.00506   0.00110   0.00280
   1.00000  10.60200   2.90329  38.97500   0.89805  13.70232   1.62500   1.99210   0.08909   0.08906   0.00621   0.01130   0.00100   0.00576   0.00164   0.00003   0.00137   0.00504   0.00110   0.00280
   1.00000  10.60200   2.88055  38.97500   0.88814  13.59499   1.77500   1.39951   0.06360   0.06355   0.00861   0.01130   0.00100   0.00379   0.00188   0.00003   0.00121   0.00503   0.00110   0.00280
   1.00000  10.60200   2.85781  38.97500   0.87829  13.48767   1.92500   1.16969   0.05551   0.05545   0.01445   0.01130   0.00100   0.01418   0.00231   0.00003   0.00108   0.00502   0.00110   0.00280
   1.00000  10.60200   2.83507  38.97500   0.86850  13.38034   2.07500   1.13741   0.04956   0.04949   0.01756   0.01130   0.00100   0.02495   0.00205   0.00003   0.00097   0.00502   0.00110   0.00280
   1.00000  10.60200   2.81233  38.97500   0.85877  13.27301   2.22500   0.70192   0.03902   0.03894   0.02231   0.01130   0.00100   0.01757   0.00223   0.00003   0.00088   0.00501   0.00110   0.00280
   1.00000  10.60200   2.78959  38.97500   0.84909  13.16569   2.37500   0.87343   0.03594   0.03585   0.01301   0.01130   0.00100   0.00807   0.00216   0.00003   0.00081   0.00501   0.00110   0.00280
   1.00000  10.60200   2.76685  38.97500   0.83946  13.05836   2.52500   0.89194   0.03325   0.03315   0.01275   0.01130   0.00100   0.00663   0.00104   0.00003   0.00075   0.00501   0.00110   0.00280
   1.00000  10.60200   2.74411  38.97500   0.82989  12.95104   2.67500   0.87841   0.03075   0.03063   0.01296   0.01130   0.00100   0.00659   0.00169   0.00003   0.00069   0.00501   0.00110   0.00280
   1.00000  10.60200   2.72137  38.97500   0.82038  12.84371   2.82500   0.71047   0.02666   0.02653   0.01594   0.01130   0.00100   0.00657   0.00245   0.00004   0.00065   0.00501   0.00110   0.00280
   1.00000  10.60200   2.69863  38.97500   0.81092  12.73638   2.97500   0.71670   0.02434   0.02420   0.01515   0.01130   0.00100   0.00606   0.00188   0.00004   0.00060   0.00501   0.00110   0.00280
   1.00000  10.60200   2.67589  38.97500   0.80151  12.62906   3.12500   0.74407   0.02279   0.02264   0.01423   0.01130   0.00100   0.00534   0.00150   0.00004   0.00057   0.00501   0.00110   0.00280
   1.00000  10.60200   2.65315  38.97500   0.79215  12.52173   3.27500   0.78730   0.02167   0.02151   0.01345   0.01130   0.00100   0.00471   0.00251   0.00004   0.00054   0.00501   0.00110   0.00280
   1.00000  10.60200   2.63041  38.97500   0.78285  12.41440   3.42500   0.78613   0.01997   0.01980   0.01272   0.01130   0.00100   0.00387   0.00139   0.00004   0.00051   0.00501   0.00110   0.00280
   1.00000  10.60200   2.60767  38.97500   0.77360  12.30708   3.57500   0.77727   0.01874   0.01855   0.01271   0.01130   0.00100   0.00340   0.00212   0.00005   0.00048   0.00501   0.00110   0.00280
   1.00000  10.60200   2.58493  38.97500   0.76441  12.19975   3.72500   0.76118   0.01738   0.01719   0.01283   0.01130   0.00100   0.00274   0.00223   0.00005   0.00046   0.00501   0.00110   0.00280
   1.00000  10.60200   2.56219  38.97500   0.75526  12.09243   3.87500   0.76044   0.01620   0.01598   0.01246   0.01130   0.00100   0.00225   0.00170   0.00005   0.00043   0.00501   0.00110   0.00280
   1.00000  10.60200   2.53944  38.97500   0.74616  11.98510   4.02500   0.76491   0.01529   0.01507   0.01251   0.01130   0.00100   0.00185   0.00124   0.00006   0.00041   0.00501   0.00110   0.00280
   1.00000  10.60200   2.51670  38.97500   0.73712  11.87777   4.17500   0.74545   0.01435   0.01411   0.01266   0.01130   0.00100   0.00133   0.00267   0.00006   0.00040   0.00501   0.00110   0.00280
   1.00000  10.60200   2.49396  38.97500   0.72812  11.77045   4.32500   0.73835   0.01337   0.01312   0.01269   0.01130   0.00100   0.00054   0.00232   0.00006   0.00038   0.00501   0.00110   0.00280
   1.00000  10.60200   2.47122  38.97500   0.71918  11.66312   4.47500   0.73747   0.01278   0.01251   0.01257   0.01130   0.00100   0.00013   0.00128   0.00007   0.00036   0.00501   0.00110   0.00280
   1.00000  10.60200   2.44848  38.97500   0.71028  11.55580   4.62500   0.72494   0.01199   0.01171   0.01303   0.01130   0.00100   0.00000   0.00210   0.00007   0.00035   0.00501   0.00110   0.00280
   1.00000  10.60200   2.42574  38.97500   0.70143  11.44847   4.77500   0.73860   0.01137   0.01107   0.01288   0.01130   0.00100   0.00016   0.00299   0.00008   0.00034   0.00501   0.00110   0.00280
   1.00000  10.60200   2.40300  38.97500   0.69263  11.34114   4.92500   0.72016   0.01090   0.01058   0.01278   0.01130   0.00100   0.00039   0.00128   0.00009   0.00032   0.00501   0.00110   0.00280
   1.00000  10.60200   2.38026  38.97500   0.68388  11.23382   5.07500   0.72147   0.01044   0.01011   0.01306   0.01130   0.00100   0.00073   0.00163   0.00009   0.00031   0.00501   0.00110   0.00280
      spec     ebeam        ep    thetac        xb        q2        w2      xsec      perr      stat      gerr   density       cer     model       kin       csb       acc       rad      live      pion
   0.00000  10.60200   3.49728  21.03500   0.36926   4.92311   9.28957   0.82092   0.01061   0.00877   0.01333   0.01130   0.00100   0.00227   0.00226   0.00153   0.00300   0.00501   0.00047   0.00140
   0.00000  10.60200   3.43640  21.03500   0.35975   4.83742   9.48950   0.82393   0.00999   0.00789   0.01320   0.01130   0.00100   0.00165   0.00176   0.00184   0.00300   0.00501   0.00047   0.00140
   0.00000  10.60200   3.37552  21.03500   0.35040   4.75171   9.68945   0.82541   0.00956   0.00729   0.01313   0.01130   0.00100   0.00109   0.00113   0.00221   0.00300   0.00501   0.00047   0.00140
   0.00000  10.60200   3.31464  21.03500   0.34121   4.66601   9.88941   0.83162   0.00951   0.00713   0.01318   0.01130   0.00100   0.00115   0.00061   0.00266   0.00300   0.00502   0.00047   0.00140
   0.00000  10.60200   3.25375  21.03500   0.33216   4.58030  10.08937   0.82542   0.00969   0.00725   0.01338   0.01130   0.00100   0.00140   0.00129   0.00321   0.00300   0.00502   0.00047   0.00140
   0.00000  10.60200   3.19286  21.03500   0.32327   4.49459  10.28934   0.82823   0.01001   0.00764   0.01355   0.01130   0.00100   0.00171   0.00076   0.00387   0.00300   0.00502   0.00047   0.00140
   0.00000  10.60200   4.28845  21.03500   0.50954   6.03685   6.69116   0.77584   0.00875   0.00704   0.01294   0.01130   0.00100   0.00037   0.00118   0.00016   0.00300   0.00500   0.00107   0.00140
   0.00000  10.60200   4.22761  21.03500   0.49752   5.95120   6.89098   0.78411   0.00814   0.00620   0.01323   0.01130   0.00100   0.00278   0.00116   0.00019   0.00300   0.00500   0.00107   0.00140
   0.00000  10.60200   4.16676  21.03500   0.48572   5.86555   7.09082   0.78554   0.00778   0.00562   0.01360   0.01130   0.00100   0.00241   0.00366   0.00023   0.00300   0.00500   0.00107   0.00140
   0.00000  10.60200   4.10592  21.03500   0.47414   5.77989   7.29066   0.78709   0.00756   0.00522   0.01342   0.01130   0.00100   0.00183   0.00331   0.00027   0.00300   0.00500   0.00107   0.00140
   0.00000  10.60200   4.04506  21.03500   0.46278   5.69423   7.49051   0.79010   0.00750   0.00503   0.01310   0.01130   0.00100   0.00134   0.00199   0.00031   0.00300   0.00500   0.00107   0.00140
   0.00000  10.60200   3.98421  21.03500   0.45163   5.60856   7.69037   0.79226   0.00749   0.00498   0.01292   0.01130   0.00100   0.00081   0.00058   0.00037   0.00300   0.00500   0.00107   0.00140
   0.00000  10.60200   3.92335  21.03500   0.44068   5.52289   7.89024   0.79141   0.00759   0.00505   0.01300   0.01130   0.00100   0.00035   0.00171   0.00044   0.00300   0.00500   0.00107   0.00140
   0.00000  10.60200   3.86249  21.03500   0.42992   5.43722   8.09012   0.80008   0.00772   0.00524   0.01295   0.01130   0.00100   0.00002   0.00122   0.00053   0.00300   0.00500   0.00107   0.00140
   0.00000  10.60200   4.77511  21.03500   0.61475   6.72191   5.09286   0.73969   0.01059   0.00972   0.01329   0.01130   0.00100   0.00175   0.00293   0.00005   0.00300   0.00500   0.00046   0.00140
   0.00000  10.60200   4.71429  21.03500   0.60065   6.63629   5.29262   0.74648   0.00958   0.00860   0.01337   0.01130   0.00100   0.00132   0.00350   0.00006   0.00300   0.00500   0.00046   0.00140
   0.00000  10.60200   4.65346  21.03500   0.58684   6.55067   5.49238   0.75578   0.00896   0.00783   0.01321   0.01130   0.00100   0.00105   0.00290   0.00007   0.00300   0.00500   0.00046   0.00140
   0.00000  10.60200   4.59263  21.03500   0.57330   6.46504   5.69216   0.75148   0.00852   0.00730   0.01299   0.01130   0.00100   0.00081   0.00177   0.00008   0.00300   0.00500   0.00046   0.00140
   0.00000  10.60200   4.53180  21.03500   0.56004   6.37941   5.89194   0.76103   0.00828   0.00698   0.01331   0.01130   0.00100   0.00135   0.00324   0.00009   0.00300   0.00500   0.00046   0.00140
   0.00000  10.60200   4.47097  21.03500   0.54704   6.29378   6.09173   0.76259   0.00818   0.00684   0.01292   0.01130   0.00100   0.00124   0.00078   0.00010   0.00300   0.00500   0.00046   0.00140
   0.00000  10.60200   4.41013  21.03500   0.53429   6.20814   6.29153   0.77029   0.00822   0.00686   0.01327   0.01130   0.00100   0.00066   0.00329   0.00012   0.00300   0.00500   0.00046   0.00140
