1573	0	0.000241802	0.002	0.0003
1596	0	0.000459362	0.002	0.0003
1609	0	0.00069884	0.002	0.0003
1610	0	0.00167527	0.002	0.0003
1628	0	0.000675591	0.002	0.0003
1629	0	0.000509488	0.002	0.0003
2489	0	0.000239166	0.002	0.0003
1641	0	0.000506158	0.002	0.0003
1573	0	0.000241802	0.002	0.0003
1596	0	0.000459362	0.002	0.0003
1609	0	0.00069884	0.002	0.0003
1610	0	0.00167527	0.002	0.0003
2517	0	0.000480344	0.002	0.0003
1628	0	0.000675591	0.002	0.0003
2530	0	0.0013077	0.002	0.0003
1629	0	0.000509488	0.002	0.0003
2531	0	0.0032529	0.002	0.0003
1641	0	0.000506158	0.002	0.0003
2553	0	0.00121422	0.002	0.0003
1565	0.00348975	0.000227034	0.002	0.0003
1571	0.00323488	0.000410168	0.002	0.0003
2554	0	0.000951156	0.002	0.0003
1572	0.00331276	0.000254919	0.002	0.0003
1600	0.00259836	0.00032253	0.002	0.0003
1601	0.00270681	0.000284646	0.002	0.0003
1602	0.00257503	0.000549381	0.002	0.0003
2489	0	0.000239166	0.002	0.0003
1604	0.00271146	0.000405274	0.002	0.0003
2517	0	0.000480344	0.002	0.0003
1605	0.00276622	0.000626496	0.002	0.0003
2530	0	0.0013077	0.002	0.0003
2531	0	0.0032529	0.002	0.0003
1626	0.00320189	0.000970589	0.002	0.0003
2553	0	0.00121422	0.002	0.0003
2554	0	0.000951156	0.002	0.0003
1627	0.00325127	0.000283989	0.002	0.0003
1637	0.00276307	0.000751822	0.002	0.0003
1638	0.00312486	0.00135812	0.002	0.0003
1639	0.00301774	0.00106099	0.002	0.0003
1574	0.00156368	0.000381895	0.002	0.0003
1575	0.00152908	0.000207281	0.002	0.0003
2484	0.0034905	0.000239506	0.002	0.0003
1576	0.00150703	0.000202918	0.002	0.0003
1577	0.00155854	0.000198803	0.002	0.0003
1578	0.00158256	0.000990199	0.002	0.0003
1597	0.00103616	0.00025914	0.002	0.0003
2485	0.00317661	0.000275363	0.002	0.0003
1599	0.00119468	0.000411644	0.002	0.0003
1606	0.0012343	0.000447136	0.002	0.0003
2486	0.00341286	0.000481886	0.002	0.0003
1607	0.0012574	0.000418403	0.002	0.0003
1617	0.00110435	0.000533479	0.002	0.0003
2487	0.00340393	0.000294873	0.002	0.0003
1624	0.00177475	0.000486077	0.002	0.0003
1625	0.00158789	0.000700282	0.002	0.0003
1640	0.001284	0.000655322	0.002	0.0003
1588	0	0.000383495	0.002	0.0003
1589	0	0.000193733	0.002	0.0003
1590	0	0.0002808	0.002	0.0003
1591	0	0.000504038	0.002	0.0003
2488	0.0033145	0.00026581	0.002	0.0003
1619	0	0.000370131	0.002	0.0003
1622	0	0.000368932	0.002	0.0003
1623	0	0.000298632	0.002	0.0003
2521	0.00259543	0.000541471	0.002	0.0003
2522	0.0026969	0.00047866	0.002	0.0003
2523	0.00256453	0.000941605	0.002	0.0003
2524	0.00271034	0.00073104	0.002	0.0003
2525	0.00270891	0.000685189	0.002	0.0003
2526	0.00276863	0.00105578	0.002	0.0003
2551	0.00318106	0.00136302	0.002	0.0003
2552	0.00324107	0.000568262	0.002	0.0003
2490	0.00156831	0.000577361	0.002	0.0003
2491	0.00152691	0.000316705	0.002	0.0003
2492	0.00150473	0.000310235	0.002	0.0003
2493	0.0015567	0.000303058	0.002	0.0003
2494	0.00157953	0.00155358	0.002	0.0003
2518	0.00103342	0.000572349	0.002	0.0003
2519	0.00126165	0.000582326	0.002	0.0003
2520	0.00119749	0.000891836	0.002	0.0003
2527	0.00123375	0.000608246	0.002	0.0003
2528	0.00125746	0.000567685	0.002	0.0003
2529	0.00114303	0.000754865	0.002	0.0003
2549	0.00177944	0.000568287	0.002	0.0003
2550	0.00160543	0.000786314	0.002	0.0003
2507	0	0.000383126	0.002	0.0003
2508	0	0.000194171	0.002	0.0003
2509	0	0.000299621	0.002	0.0003
2510	0	0.000545997	0.002	0.0003
2540	0	0.000492753	0.002	0.0003
2541	0	0.000530732	0.002	0.0003
2547	0	0.000640055	0.002	0.0003
2548	0	0.000610927	0.002	0.0003
