10.602 1.80775242e+01 16.000 4.35428410e+02  3.30816318e-01
10.602 1.80505447e+01 16.000 4.33081730e+02  3.33551729e-01
10.602 1.80235652e+01 16.000 4.30767180e+02  3.36297353e-01
10.602 1.79965857e+01 16.000 4.28484160e+02  3.38909525e-01
10.602 1.79696062e+01 16.000 4.26232030e+02  3.41577537e-01
10.602 1.79426267e+01 16.000 4.24010280e+02  3.44193802e-01
10.602 1.79156472e+01 16.000 4.21818300e+02  3.46749097e-01
10.602 1.78886677e+01 16.000 4.19655460e+02  3.49289515e-01
10.602 1.78616882e+01 16.000 4.17521330e+02  3.51834498e-01
10.602 1.78347087e+01 16.000 4.15415280e+02  3.54338879e-01
10.602 1.78077293e+01 16.000 4.13336850e+02  3.56834683e-01
10.602 1.77807498e+01 16.000 4.11285550e+02  3.59302084e-01
10.602 1.77537703e+01 16.000 4.09260770e+02  3.61745755e-01
10.602 1.77267908e+01 16.000 4.07262120e+02  3.64217804e-01
10.602 1.76998113e+01 16.000 4.05289090e+02  3.66658567e-01
10.602 1.76728318e+01 16.000 4.03341220e+02  3.69094019e-01
10.602 1.76458523e+01 16.000 4.01418090e+02  3.71534424e-01
10.602 1.76188728e+01 16.000 3.99519170e+02  3.74021594e-01
10.602 1.75918933e+01 16.000 3.97644100e+02  3.76415365e-01
10.602 1.75649138e+01 16.000 3.95792420e+02  3.78795089e-01
10.602 1.75379343e+01 16.000 3.93963750e+02  3.81189702e-01
10.602 1.75109548e+01 16.000 3.92157590e+02  3.83584815e-01
10.602 1.74839753e+01 16.000 3.90373660e+02  3.85994056e-01
10.602 1.74569958e+01 16.000 3.88611570e+02  3.88370043e-01
10.602 1.74300163e+01 16.000 3.86870850e+02  3.90758305e-01
10.602 1.74030368e+01 16.000 3.85151150e+02  3.93145853e-01
10.602 1.73760573e+01 16.000 3.83452150e+02  3.95512680e-01
10.602 1.73490778e+01 16.000 3.81773470e+02  3.97893957e-01
10.602 1.73220983e+01 16.000 3.80114780e+02  4.00248884e-01
10.602 1.72951188e+01 16.000 3.78475680e+02  4.02626541e-01
10.602 1.72681393e+01 16.000 3.76855900e+02  4.04974220e-01
10.602 1.72411598e+01 16.000 3.75255100e+02  4.07324764e-01
10.602 1.72141803e+01 16.000 3.73672880e+02  4.09685771e-01
10.602 1.71872008e+01 16.000 3.72109070e+02  4.12021156e-01
10.602 1.71602213e+01 16.000 3.70563290e+02  4.14360832e-01
10.602 1.71332418e+01 16.000 3.69035160e+02  4.16691387e-01
10.602 1.71062623e+01 16.000 3.67524600e+02  4.19034662e-01
10.602 1.70792829e+01 16.000 3.66031130e+02  4.21368188e-01
