10.602 1.80775242e+01 16.000 4.35428410e+02  3.24828836e-01
10.602 1.80505447e+01 16.000 4.33081730e+02  3.27494864e-01
10.602 1.80235652e+01 16.000 4.30767180e+02  3.30172501e-01
10.602 1.79965857e+01 16.000 4.28484160e+02  3.32717900e-01
10.602 1.79696062e+01 16.000 4.26232030e+02  3.35320637e-01
10.602 1.79426267e+01 16.000 4.24010280e+02  3.37872896e-01
10.602 1.79156472e+01 16.000 4.21818300e+02  3.40365638e-01
10.602 1.78886677e+01 16.000 4.19655460e+02  3.42844956e-01
10.602 1.78616882e+01 16.000 4.17521330e+02  3.45330192e-01
10.602 1.78347087e+01 16.000 4.15415280e+02  3.47776302e-01
10.602 1.78077293e+01 16.000 4.13336850e+02  3.50215245e-01
10.602 1.77807498e+01 16.000 4.11285550e+02  3.52627212e-01
10.602 1.77537703e+01 16.000 4.09260770e+02  3.55016795e-01
10.602 1.77267908e+01 16.000 4.07262120e+02  3.57436256e-01
10.602 1.76998113e+01 16.000 4.05289090e+02  3.59825658e-01
10.602 1.76728318e+01 16.000 4.03341220e+02  3.62211034e-01
10.602 1.76458523e+01 16.000 4.01418090e+02  3.64602730e-01
10.602 1.76188728e+01 16.000 3.99519170e+02  3.67042548e-01
10.602 1.75918933e+01 16.000 3.97644100e+02  3.69389978e-01
10.602 1.75649138e+01 16.000 3.95792420e+02  3.71724661e-01
10.602 1.75379343e+01 16.000 3.93963750e+02  3.74075467e-01
10.602 1.75109548e+01 16.000 3.92157590e+02  3.76427838e-01
10.602 1.74839753e+01 16.000 3.90373660e+02  3.78795547e-01
10.602 1.74569958e+01 16.000 3.88611570e+02  3.81130998e-01
10.602 1.74300163e+01 16.000 3.86870850e+02  3.83479853e-01
10.602 1.74030368e+01 16.000 3.85151150e+02  3.85828940e-01
10.602 1.73760573e+01 16.000 3.83452150e+02  3.88158262e-01
10.602 1.73490778e+01 16.000 3.81773470e+02  3.90502721e-01
10.602 1.73220983e+01 16.000 3.80114780e+02  3.92822680e-01
10.602 1.72951188e+01 16.000 3.78475680e+02  3.95165664e-01
10.602 1.72681393e+01 16.000 3.76855900e+02  3.97479749e-01
10.602 1.72411598e+01 16.000 3.75255100e+02  3.99797557e-01
10.602 1.72141803e+01 16.000 3.73672880e+02  4.02126706e-01
10.602 1.71872008e+01 16.000 3.72109070e+02  4.04430962e-01
10.602 1.71602213e+01 16.000 3.70563290e+02  4.06740449e-01
10.602 1.71332418e+01 16.000 3.69035160e+02  4.09041650e-01
10.602 1.71062623e+01 16.000 3.67524600e+02  4.11356825e-01
10.602 1.70792829e+01 16.000 3.66031130e+02  4.13662081e-01
10.602 1.70523034e+01 16.000 3.64554500e+02  4.15951122e-01
10.602 1.70253239e+01 16.000 3.63094480e+02  4.18236533e-01
10.602 1.69983444e+01 16.000 3.61650820e+02  4.20308840e-01
10.602 1.69713649e+01 16.000 3.60223210e+02  4.22837240e-01
10.602 1.69443854e+01 16.000 3.58811370e+02  4.25119504e-01
10.602 1.69174059e+01 16.000 3.57415100e+02  4.27426296e-01
10.602 1.68904264e+01 16.000 3.56034120e+02  4.29698954e-01
10.602 1.68634469e+01 16.000 3.54668240e+02  4.31985013e-01
10.602 1.68364674e+01 16.000 3.53317110e+02  4.34283203e-01
10.602 1.68094879e+01 16.000 3.51980650e+02  4.36553809e-01
10.602 1.67825084e+01 16.000 3.50658510e+02  4.38838103e-01
10.602 1.67555289e+01 16.000 3.49350520e+02  4.41127971e-01
10.602 1.67285494e+01 16.000 3.48056460e+02  4.43426295e-01
10.602 1.67015699e+01 16.000 3.46776150e+02  4.45715319e-01
10.602 1.66745904e+01 16.000 3.45509250e+02  4.48000525e-01
10.602 1.66476109e+01 16.000 3.44255710e+02  4.50282943e-01
10.602 1.66206314e+01 16.000 3.43015230e+02  4.52558863e-01
10.602 1.65936519e+01 16.000 3.41787660e+02  4.54881263e-01
10.602 1.65666724e+01 16.000 3.40572780e+02  4.57173286e-01
10.602 1.65396929e+01 16.000 3.39370420e+02  4.60368871e-01
10.602 1.65127134e+01 16.000 3.38180420e+02  4.62636613e-01
10.602 1.64857339e+01 16.000 3.37002560e+02  4.64016209e-01
10.602 1.64587544e+01 16.000 3.35836640e+02  4.66301863e-01
10.602 1.64317749e+01 16.000 3.34682620e+02  4.68603962e-01
10.602 1.64047954e+01 16.000 3.33540160e+02  4.70900731e-01
10.602 1.63778160e+01 16.000 3.32409150e+02  4.73199772e-01
10.602 1.63508365e+01 16.000 3.31289520e+02  4.75500562e-01
10.602 1.63238570e+01 16.000 3.30180970e+02  4.79521725e-01
10.602 1.62968775e+01 16.000 3.29083470e+02  4.80129672e-01
10.602 1.62698980e+01 16.000 3.27996730e+02  4.82428329e-01
10.602 1.62429185e+01 16.000 3.26920720e+02  4.84750765e-01
10.602 1.62159390e+01 16.000 3.25855260e+02  4.87066744e-01
10.602 1.61889595e+01 16.000 3.24800200e+02  4.89379647e-01
10.602 1.61619800e+01 16.000 3.23755340e+02  4.91705517e-01
10.602 1.61350005e+01 16.000 3.22720670e+02  4.94029499e-01
10.602 1.61080210e+01 16.000 3.21695980e+02  4.96354273e-01
10.602 1.60810415e+01 16.000 3.20681090e+02  4.98687040e-01
10.602 1.60540620e+01 16.000 3.19675990e+02  5.01026374e-01
10.602 1.60270825e+01 16.000 3.18680480e+02  5.03362262e-01
