10.602 1.80775242e+01 16.000 3.43357200e+01  3.84852716e-01
10.602 1.80505447e+01 16.000 3.41469270e+01  3.88319828e-01
10.602 1.80235652e+01 16.000 3.39527470e+01  3.91689239e-01
10.602 1.79965857e+01 16.000 3.37674640e+01  3.95087018e-01
10.602 1.79696062e+01 16.000 3.35800670e+01  3.98413097e-01
10.602 1.79426267e+01 16.000 3.34021990e+01  4.01774212e-01
10.602 1.79156472e+01 16.000 3.32197150e+01  4.05030673e-01
10.602 1.78886677e+01 16.000 3.30357130e+01  4.08140396e-01
10.602 1.78616882e+01 16.000 3.28775520e+01  4.11519504e-01
10.602 1.78347087e+01 16.000 3.27031100e+01  4.14439546e-01
10.602 1.78077293e+01 16.000 3.25337830e+01  4.17950225e-01
10.602 1.77807498e+01 16.000 3.23629800e+01  4.21110660e-01
10.602 1.77537703e+01 16.000 3.21936040e+01  4.24189145e-01
10.602 1.77267908e+01 16.000 3.20251240e+01  4.27315457e-01
10.602 1.76998113e+01 16.000 3.18637850e+01  4.30426609e-01
10.602 1.76728318e+01 16.000 3.17049100e+01  4.33518270e-01
10.602 1.76458523e+01 16.000 3.15473820e+01  4.36579587e-01
10.602 1.76188728e+01 16.000 3.14013350e+01  4.39616471e-01
10.602 1.75918933e+01 16.000 3.12453290e+01  4.42740937e-01
10.602 1.75649138e+01 16.000 3.10961650e+01  4.45730666e-01
10.602 1.75379343e+01 16.000 3.09410780e+01  4.48647831e-01
10.602 1.75109548e+01 16.000 3.07889650e+01  4.51559779e-01
10.602 1.74839753e+01 16.000 3.06408920e+01  4.54360565e-01
10.602 1.74569958e+01 16.000 3.04905050e+01  4.57268947e-01
10.602 1.74300163e+01 16.000 3.03513510e+01  4.60159071e-01
10.602 1.74030368e+01 16.000 3.02035050e+01  4.62934755e-01
10.602 1.73760573e+01 16.000 3.00831830e+01  4.65973652e-01
10.602 1.73490778e+01 16.000 2.99373250e+01  4.68704663e-01
10.602 1.73220983e+01 16.000 2.98048570e+01  4.71550094e-01
10.602 1.72951188e+01 16.000 2.96638010e+01  4.74261819e-01
10.602 1.72681393e+01 16.000 2.95292590e+01  4.77007985e-01
10.602 1.72411598e+01 16.000 2.93940280e+01  4.79722279e-01
10.602 1.72141803e+01 16.000 2.92601090e+01  4.82410403e-01
10.602 1.71872008e+01 16.000 2.91287190e+01  4.85104901e-01
10.602 1.71602213e+01 16.000 2.90014630e+01  4.87798463e-01
10.602 1.71332418e+01 16.000 2.88895720e+01  4.90581544e-01
10.602 1.71062623e+01 16.000 2.87636850e+01  4.93300894e-01
10.602 1.70792829e+01 16.000 2.86392690e+01  4.95942252e-01
10.602 1.70523034e+01 16.000 2.85171220e+01  4.98589149e-01
10.602 1.70253239e+01 16.000 2.83911690e+01  5.01153002e-01
10.602 1.69983444e+01 16.000 2.82666090e+01  5.03697246e-01
10.602 1.69713649e+01 16.000 2.81430820e+01  5.06208514e-01
10.602 1.69443854e+01 16.000 2.80293810e+01  5.08809903e-01
10.602 1.69174059e+01 16.000 2.79108090e+01  5.11307379e-01
10.602 1.68904264e+01 16.000 2.78088510e+01  5.14051088e-01
10.602 1.68634469e+01 16.000 2.77012000e+01  5.16659197e-01
10.602 1.68364674e+01 16.000 2.75870380e+01  5.19157178e-01
10.602 1.68094879e+01 16.000 2.74736900e+01  5.21648515e-01
10.602 1.67825084e+01 16.000 2.73589120e+01  5.24069550e-01
10.602 1.67555289e+01 16.000 2.72410470e+01  5.26434336e-01
10.602 1.67285494e+01 16.000 2.71324630e+01  5.28883491e-01
10.602 1.67015699e+01 16.000 2.70283320e+01  5.31366685e-01
10.602 1.66745904e+01 16.000 2.69345320e+01  5.33957767e-01
10.602 1.66476109e+01 16.000 2.68366640e+01  5.36483075e-01
10.602 1.66206314e+01 16.000 2.67298980e+01  5.38867396e-01
10.602 1.65936519e+01 16.000 2.66269170e+01  5.41285327e-01
10.602 1.65666724e+01 16.000 2.65226760e+01  5.43664524e-01
10.602 1.65396929e+01 16.000 2.64154990e+01  5.45938870e-01
10.602 1.65127134e+01 16.000 2.63111520e+01  5.48257189e-01
10.602 1.64857339e+01 16.000 2.62120630e+01  5.50593167e-01
10.602 1.64587544e+01 16.000 2.61279890e+01  5.53117415e-01
10.602 1.64317749e+01 16.000 2.60382330e+01  5.55519694e-01
10.602 1.64047954e+01 16.000 2.59459250e+01  5.57884069e-01
10.602 1.63778160e+01 16.000 2.58472310e+01  5.60170890e-01
10.602 1.63508365e+01 16.000 2.57447070e+01  5.62376351e-01
10.602 1.63238570e+01 16.000 2.56475870e+01  5.64617194e-01
10.602 1.62968775e+01 16.000 2.55495410e+01  5.66813215e-01
10.602 1.62698980e+01 16.000 2.54597660e+01  5.69099814e-01
10.602 1.62429185e+01 16.000 2.53813440e+01  5.71512129e-01
10.602 1.62159390e+01 16.000 2.52991180e+01  5.73894199e-01
10.602 1.61889595e+01 16.000 2.52159190e+01  5.76248350e-01
10.602 1.61619800e+01 16.000 2.51245310e+01  5.78462547e-01
10.602 1.61350005e+01 16.000 2.50314500e+01  5.80622567e-01
10.602 1.61080210e+01 16.000 2.49377230e+01  5.82755045e-01
10.602 1.60810415e+01 16.000 2.48501910e+01  5.84960616e-01
