10.602 1.80775242e+01 16.000 4.35428410e+02  4.06561715e-01
10.602 1.80505447e+01 16.000 4.33081730e+02  4.10282107e-01
10.602 1.80235652e+01 16.000 4.30767180e+02  4.13999218e-01
10.602 1.79965857e+01 16.000 4.28484160e+02  4.17559061e-01
10.602 1.79696062e+01 16.000 4.26232030e+02  4.21163204e-01
10.602 1.79426267e+01 16.000 4.24010280e+02  4.24686917e-01
10.602 1.79156472e+01 16.000 4.21818300e+02  4.28134617e-01
10.602 1.78886677e+01 16.000 4.19655460e+02  4.31544778e-01
10.602 1.78616882e+01 16.000 4.17521330e+02  4.34935169e-01
10.602 1.78347087e+01 16.000 4.15415280e+02  4.38266389e-01
10.602 1.78077293e+01 16.000 4.13336850e+02  4.41567237e-01
10.602 1.77807498e+01 16.000 4.11285550e+02  4.44819933e-01
10.602 1.77537703e+01 16.000 4.09260770e+02  4.48019668e-01
10.602 1.77267908e+01 16.000 4.07262120e+02  4.51231588e-01
10.602 1.76998113e+01 16.000 4.05289090e+02  4.54393730e-01
10.602 1.76728318e+01 16.000 4.03341220e+02  4.57529442e-01
10.602 1.76458523e+01 16.000 4.01418090e+02  4.60648732e-01
10.602 1.76188728e+01 16.000 3.99519170e+02  4.63785968e-01
10.602 1.75918933e+01 16.000 3.97644100e+02  4.66824674e-01
10.602 1.75649138e+01 16.000 3.95792420e+02  4.69830633e-01
10.602 1.75379343e+01 16.000 3.93963750e+02  4.72829480e-01
10.602 1.75109548e+01 16.000 3.92157590e+02  4.75811135e-01
10.602 1.74839753e+01 16.000 3.90373660e+02  4.78783604e-01
10.602 1.74569958e+01 16.000 3.88611570e+02  4.81712000e-01
10.602 1.74300163e+01 16.000 3.86870850e+02  4.84634574e-01
10.602 1.74030368e+01 16.000 3.85151150e+02  4.87538489e-01
10.602 1.73760573e+01 16.000 3.83452150e+02  4.90408190e-01
10.602 1.73490778e+01 16.000 3.81773470e+02  4.93273519e-01
10.602 1.73220983e+01 16.000 3.80114780e+02  4.96101047e-01
10.602 1.72951188e+01 16.000 3.78475680e+02  4.98932815e-01
10.602 1.72681393e+01 16.000 3.76855900e+02  5.01723700e-01
10.602 1.72411598e+01 16.000 3.75255100e+02  5.04503105e-01
10.602 1.72141803e+01 16.000 3.73672880e+02  5.07276271e-01
10.602 1.71872008e+01 16.000 3.72109070e+02  5.10013839e-01
10.602 1.71602213e+01 16.000 3.70563290e+02  5.12740845e-01
10.602 1.71332418e+01 16.000 3.69035160e+02  5.15447740e-01
10.602 1.71062623e+01 16.000 3.67524600e+02  5.18151456e-01
10.602 1.70792829e+01 16.000 3.66031130e+02  5.20836624e-01
10.602 1.70523034e+01 16.000 3.64554500e+02  5.23492775e-01
10.602 1.70253239e+01 16.000 3.63094480e+02  5.26132528e-01
10.602 1.69983444e+01 16.000 3.61650820e+02  5.28500546e-01
10.602 1.69713649e+01 16.000 3.60223210e+02  5.31399591e-01
10.602 1.69443854e+01 16.000 3.58811370e+02  5.33999622e-01
10.602 1.69174059e+01 16.000 3.57415100e+02  5.36608557e-01
10.602 1.68904264e+01 16.000 3.56034120e+02  5.39175583e-01
10.602 1.68634469e+01 16.000 3.54668240e+02  5.41744064e-01
10.602 1.68364674e+01 16.000 3.53317110e+02  5.44310188e-01
10.602 1.68094879e+01 16.000 3.51980650e+02  5.46842119e-01
10.602 1.67825084e+01 16.000 3.50658510e+02  5.49374787e-01
10.602 1.67555289e+01 16.000 3.49350520e+02  5.51899643e-01
10.602 1.67285494e+01 16.000 3.48056460e+02  5.54402188e-01
10.602 1.67015699e+01 16.000 3.46776150e+02  5.56925526e-01
10.602 1.66745904e+01 16.000 3.45509250e+02  5.59415908e-01
10.602 1.66476109e+01 16.000 3.44255710e+02  5.61892800e-01
10.602 1.66206314e+01 16.000 3.43015230e+02  5.64355272e-01
10.602 1.65936519e+01 16.000 3.41787660e+02  5.66855414e-01
10.602 1.65666724e+01 16.000 3.40572780e+02  5.69309816e-01
10.602 1.65396929e+01 16.000 3.39370420e+02  5.72798503e-01
10.602 1.65127134e+01 16.000 3.38180420e+02  5.75198446e-01
10.602 1.64857339e+01 16.000 3.37002560e+02  5.76579393e-01
10.602 1.64587544e+01 16.000 3.35836640e+02  5.78989388e-01
10.602 1.64317749e+01 16.000 3.34682620e+02  5.81404223e-01
10.602 1.64047954e+01 16.000 3.33540160e+02  5.83804824e-01
10.602 1.63778160e+01 16.000 3.32409150e+02  5.86198629e-01
10.602 1.63508365e+01 16.000 3.31289520e+02  5.88584127e-01
10.602 1.63238570e+01 16.000 3.30180970e+02  5.92373099e-01
10.602 1.62968775e+01 16.000 3.29083470e+02  5.93351148e-01
10.602 1.62698980e+01 16.000 3.27996730e+02  5.95707720e-01
10.602 1.62429185e+01 16.000 3.26920720e+02  5.98075297e-01
10.602 1.62159390e+01 16.000 3.25855260e+02  6.00428830e-01
10.602 1.61889595e+01 16.000 3.24800200e+02  6.02760284e-01
10.602 1.61619800e+01 16.000 3.23755340e+02  6.05116338e-01
10.602 1.61350005e+01 16.000 3.22720670e+02  6.07451379e-01
10.602 1.61080210e+01 16.000 3.21695980e+02  6.09781834e-01
10.602 1.60810415e+01 16.000 3.20681090e+02  6.12106594e-01
10.602 1.60540620e+01 16.000 3.19675990e+02  6.14427613e-01
10.602 1.60270825e+01 16.000 3.18680480e+02  6.16733948e-01
10.602 1.60001030e+01 16.000 3.17694460e+02  6.19038805e-01
10.602 1.59731235e+01 16.000 3.16717740e+02  6.21347195e-01
10.602 1.59461440e+01 16.000 3.15750340e+02  6.23631363e-01
10.602 1.59191645e+01 16.000 3.14791990e+02  6.25925085e-01
10.602 1.58921850e+01 16.000 3.13842680e+02  6.28211462e-01
