10.602 21.035 3.11058e-01 4.37941e+00 1.05800e+01 2.70988e+00 5.75599e-02 9.56069e-01 2.04097e-02 2.32574e-02
10.602 21.035 3.09337e-01 4.36223e+00 1.06200e+01 2.82028e+00 5.79917e-02 9.89883e-01 2.04562e-02 2.12932e-02
10.602 21.035 3.07621e-01 4.34505e+00 1.06600e+01 2.88208e+00 5.80150e-02 1.00638e+00 2.03603e-02 1.97802e-02
10.602 21.035 3.05910e-01 4.32786e+00 1.07000e+01 2.81221e+00 5.67917e-02 9.76979e-01 1.98348e-02 1.90773e-02
10.602 21.035 3.04205e-01 4.31068e+00 1.07400e+01 2.83070e+00 5.67732e-02 9.78413e-01 1.97289e-02 1.88467e-02
10.602 21.035 3.02505e-01 4.29350e+00 1.07800e+01 2.81139e+00 5.63191e-02 9.66836e-01 1.94751e-02 1.87189e-02
10.602 21.035 3.00811e-01 4.27632e+00 1.08200e+01 2.75120e+00 5.55138e-02 9.41393e-01 1.91045e-02 1.86875e-02
10.602 21.035 2.99122e-01 4.25914e+00 1.08600e+01 2.76675e+00 5.53652e-02 9.41996e-01 1.89600e-02 1.87531e-02
10.602 21.035 2.97439e-01 4.24195e+00 1.09000e+01 2.91807e+00 5.63727e-02 9.88585e-01 1.92064e-02 1.89453e-02
10.602 21.035 2.95761e-01 4.22477e+00 1.09400e+01 2.94289e+00 5.63749e-02 9.92076e-01 1.91135e-02 1.88201e-02
10.602 21.035 2.94088e-01 4.20759e+00 1.09800e+01 2.82423e+00 5.51833e-02 9.47403e-01 1.86234e-02 1.84019e-02
10.602 21.035 2.92421e-01 4.19041e+00 1.10200e+01 2.85361e+00 5.51091e-02 9.52592e-01 1.85090e-02 1.82041e-02
10.602 21.035 2.90759e-01 4.17323e+00 1.10600e+01 2.89543e+00 5.51046e-02 9.61856e-01 1.84188e-02 1.81703e-02
10.602 21.035 2.89102e-01 4.15605e+00 1.11000e+01 2.96341e+00 5.55650e-02 9.79689e-01 1.84823e-02 1.83207e-02
10.602 21.035 2.87451e-01 4.13886e+00 1.11400e+01 3.02381e+00 5.59409e-02 9.94856e-01 1.85175e-02 1.87363e-02
10.602 21.035 2.85805e-01 4.12168e+00 1.11800e+01 2.95626e+00 5.48505e-02 9.67983e-01 1.80752e-02 1.87929e-02
10.602 21.035 2.84164e-01 4.10450e+00 1.12200e+01 2.99059e+00 5.51170e-02 9.74571e-01 1.80768e-02 1.84437e-02
10.602 21.035 2.82528e-01 4.08732e+00 1.12600e+01 3.03950e+00 5.51644e-02 9.85823e-01 1.80076e-02 1.81290e-02
10.602 21.035 2.80897e-01 4.07014e+00 1.13000e+01 2.97064e+00 5.42720e-02 9.58957e-01 1.76378e-02 1.78608e-02
10.602 21.035 2.79271e-01 4.05296e+00 1.13400e+01 3.08051e+00 5.48204e-02 9.89765e-01 1.77313e-02 1.77907e-02
10.602 21.035 2.77651e-01 4.03577e+00 1.13800e+01 3.07977e+00 5.45279e-02 9.84917e-01 1.75569e-02 1.78808e-02
10.602 21.035 2.76036e-01 4.01859e+00 1.14200e+01 2.98793e+00 5.35679e-02 9.51118e-01 1.71731e-02 1.80168e-02
10.602 21.035 2.74425e-01 4.00141e+00 1.14600e+01 2.97163e+00 5.34139e-02 9.41562e-01 1.70465e-02 1.82102e-02
10.602 21.035 2.72820e-01 3.98423e+00 1.15000e+01 3.13931e+00 5.44925e-02 9.90123e-01 1.73072e-02 1.82267e-02
10.602 21.035 2.71220e-01 3.96705e+00 1.15400e+01 3.02225e+00 5.30537e-02 9.48845e-01 1.67807e-02 1.80583e-02
10.602 21.035 2.69624e-01 3.94986e+00 1.15800e+01 3.10526e+00 5.34607e-02 9.70468e-01 1.68317e-02 1.79892e-02
10.602 21.035 2.68034e-01 3.93268e+00 1.16200e+01 3.13374e+00 5.36094e-02 9.74936e-01 1.68025e-02 1.80052e-02
10.602 21.035 2.66449e-01 3.91550e+00 1.16600e+01 3.13548e+00 5.32524e-02 9.71077e-01 1.66181e-02 1.79563e-02
