10.602 21.035 3.11058e-01 4.37941e+00 1.05800e+01 4.65594e+00 9.20453e-02 9.68764e-01 1.92613e-02 2.99745e-02
10.602 21.035 3.09337e-01 4.36223e+00 1.06200e+01 4.58961e+00 9.02295e-02 9.49888e-01 1.87865e-02 2.84631e-02
10.602 21.035 3.07621e-01 4.34505e+00 1.06600e+01 4.60315e+00 8.96170e-02 9.46478e-01 1.85403e-02 2.70235e-02
10.602 21.035 3.05910e-01 4.32786e+00 1.07000e+01 4.68194e+00 8.93625e-02 9.57645e-01 1.83928e-02 2.64863e-02
10.602 21.035 3.04205e-01 4.31068e+00 1.07400e+01 4.78009e+00 8.99211e-02 9.71674e-01 1.83934e-02 2.64372e-02
10.602 21.035 3.02505e-01 4.29350e+00 1.07800e+01 4.67351e+00 8.84209e-02 9.43880e-01 1.79749e-02 2.63043e-02
10.602 21.035 3.00811e-01 4.27632e+00 1.08200e+01 4.71021e+00 8.83449e-02 9.46600e-01 1.78725e-02 2.62414e-02
10.602 21.035 2.99122e-01 4.25914e+00 1.08600e+01 4.80552e+00 8.89056e-02 9.59559e-01 1.78703e-02 2.62117e-02
10.602 21.035 2.97439e-01 4.24195e+00 1.09000e+01 4.84317e+00 8.86470e-02 9.62505e-01 1.77361e-02 2.63728e-02
10.602 21.035 2.95761e-01 4.22477e+00 1.09400e+01 4.62440e+00 8.62861e-02 9.13487e-01 1.71675e-02 2.63108e-02
10.602 21.035 2.94088e-01 4.20759e+00 1.09800e+01 4.95044e+00 8.88816e-02 9.73016e-01 1.75897e-02 2.60504e-02
10.602 21.035 2.92421e-01 4.19041e+00 1.10200e+01 5.07296e+00 8.94531e-02 9.91430e-01 1.76019e-02 2.58900e-02
10.602 21.035 2.90759e-01 4.17323e+00 1.10600e+01 4.97534e+00 8.79509e-02 9.67555e-01 1.72262e-02 2.58036e-02
10.602 21.035 2.89102e-01 4.15605e+00 1.11000e+01 4.97379e+00 8.77130e-02 9.61675e-01 1.70826e-02 2.58837e-02
10.602 21.035 2.87451e-01 4.13886e+00 1.11400e+01 5.04545e+00 8.80453e-02 9.69983e-01 1.70502e-02 2.61993e-02
10.602 21.035 2.85805e-01 4.12168e+00 1.11800e+01 4.93926e+00 8.64156e-02 9.44905e-01 1.66583e-02 2.62646e-02
10.602 21.035 2.84164e-01 4.10450e+00 1.12200e+01 5.13703e+00 8.78302e-02 9.77556e-01 1.68389e-02 2.60250e-02
10.602 21.035 2.82528e-01 4.08732e+00 1.12600e+01 5.17808e+00 8.77480e-02 9.80251e-01 1.67374e-02 2.58346e-02
