1.78273640e-01 6.09716500e-01 3.51284870e-01 8.67837690e-01
1.79359030e-01 6.09305570e-01 3.51090130e-01 8.67733835e-01
1.80446970e-01 6.08812640e-01 3.50888010e-01 8.67531267e-01
1.81537460e-01 6.08364480e-01 3.50678500e-01 8.67410577e-01
1.82630500e-01 6.07904190e-01 3.50461560e-01 8.67290824e-01
1.83726110e-01 6.07468730e-01 3.50237180e-01 8.67224790e-01
1.84824300e-01 6.06990170e-01 3.50005340e-01 8.67115585e-01
1.85925070e-01 6.06538090e-01 3.49766030e-01 8.67062605e-01
1.87028440e-01 6.06107430e-01 3.49519230e-01 8.67058774e-01
1.88134410e-01 6.05668880e-01 3.49264920e-01 8.67062286e-01
1.89242990e-01 6.05220180e-01 3.49003080e-01 8.67069970e-01
1.90354190e-01 6.04811590e-01 3.48733710e-01 8.67153895e-01
1.91468020e-01 6.04386020e-01 3.48456780e-01 8.67232401e-01
1.92584500e-01 6.03947990e-01 3.48172290e-01 8.67311971e-01
1.93703620e-01 6.03526860e-01 3.47880210e-01 8.67434885e-01
1.94825410e-01 6.03103230e-01 3.47580550e-01 8.67573329e-01
1.95949860e-01 6.02702440e-01 3.47273290e-01 8.67763887e-01
1.97076990e-01 6.02258450e-01 3.46958420e-01 8.67911564e-01
1.98206810e-01 6.01821400e-01 3.46635920e-01 8.68088627e-01
1.99339320e-01 6.01371740e-01 3.46305790e-01 8.68266944e-01
2.00474540e-01 6.00987390e-01 3.45968030e-01 8.68559141e-01
2.01612480e-01 6.00533020e-01 3.45622610e-01 8.68769870e-01
2.02753150e-01 6.00072600e-01 3.45269550e-01 8.68991488e-01
2.03896550e-01 5.99636140e-01 3.44908820e-01 8.69267623e-01
2.05042700e-01 5.99198630e-01 3.44540420e-01 8.69562169e-01
2.06191600e-01 5.98722290e-01 3.44164360e-01 8.69820295e-01
2.07343270e-01 5.98245830e-01 3.43780620e-01 8.70098248e-01
2.08497720e-01 5.97819800e-01 3.43389190e-01 8.70469743e-01
2.09654950e-01 5.97327830e-01 3.42990090e-01 8.70765435e-01
2.10814980e-01 5.96781840e-01 3.42583300e-01 8.71002527e-01
2.11977820e-01 5.96278620e-01 3.42168820e-01 8.71322261e-01
2.13143470e-01 5.95846240e-01 3.41746650e-01 8.71766029e-01
2.14311950e-01 5.95241080e-01 3.41316790e-01 8.71977438e-01
2.15483270e-01 5.94670160e-01 3.40879240e-01 8.72259279e-01
2.16657430e-01 5.94159760e-01 3.40434010e-01 8.72650415e-01
2.17834450e-01 5.93621140e-01 3.39981080e-01 8.73020846e-01
2.19014340e-01 5.92983020e-01 3.39520470e-01 8.73265491e-01
2.20197110e-01 5.92420280e-01 3.39052170e-01 8.73641776e-01
2.21382770e-01 5.91899570e-01 3.38576190e-01 8.74100996e-01
2.22571330e-01 5.91200370e-01 3.38092540e-01 8.74317384e-01
2.23762800e-01 5.90558970e-01 3.37601210e-01 8.74639889e-01
2.24957190e-01 5.89958170e-01 3.37102210e-01 8.75043462e-01
2.26154510e-01 5.89346450e-01 3.36595550e-01 8.75451933e-01
