 ***Ebeam    Eprime  Theta     x        Q2      Sig_Born     Sig_Born_In  Sig_Born_QE  Sig_Rad      Sig_Rad_EL   Sig_Rad_QE   Sig_Rad_DIS  C_cor
   10.6020   3.3800  16.0000   0.2049   2.7764  0.99102E+02  0.99095E+02  0.74282E-02  0.11365E+03  0.46352E-01  0.20873E+01  0.11152E+03  0.10000E+01
   10.6020   3.3900  16.0000   0.2058   2.7846  0.98895E+02  0.98887E+02  0.73763E-02  0.11327E+03  0.44691E-01  0.20575E+01  0.11117E+03  0.10000E+01
   10.6020   3.4000  16.0000   0.2066   2.7928  0.98687E+02  0.98680E+02  0.73241E-02  0.11289E+03  0.43085E-01  0.20281E+01  0.11082E+03  0.10000E+01
   10.6020   3.4100  16.0000   0.2075   2.8010  0.98480E+02  0.98473E+02  0.72715E-02  0.11251E+03  0.41531E-01  0.19992E+01  0.11047E+03  0.10000E+01
   10.6020   3.4200  16.0000   0.2084   2.8092  0.98273E+02  0.98266E+02  0.72187E-02  0.11214E+03  0.40027E-01  0.19707E+01  0.11013E+03  0.10000E+01
   10.6020   3.4300  16.0000   0.2093   2.8174  0.98067E+02  0.98060E+02  0.71656E-02  0.11175E+03  0.38573E-01  0.19431E+01  0.10977E+03  0.10000E+01
   10.6020   3.4400  16.0000   0.2102   2.8256  0.97860E+02  0.97853E+02  0.71121E-02  0.11139E+03  0.37166E-01  0.19154E+01  0.10944E+03  0.10000E+01
   10.6020   3.4500  16.0000   0.2111   2.8339  0.97654E+02  0.97647E+02  0.70584E-02  0.11102E+03  0.35806E-01  0.18881E+01  0.10909E+03  0.10000E+01
   10.6020   3.4600  16.0000   0.2121   2.8421  0.97448E+02  0.97441E+02  0.70044E-02  0.11063E+03  0.34490E-01  0.18613E+01  0.10873E+03  0.10000E+01
   10.6020   3.4700  16.0000   0.2130   2.8503  0.97242E+02  0.97235E+02  0.69501E-02  0.11026E+03  0.33218E-01  0.18348E+01  0.10839E+03  0.10000E+01
   10.6020   3.4800  16.0000   0.2139   2.8585  0.97036E+02  0.97029E+02  0.68954E-02  0.10989E+03  0.31988E-01  0.18087E+01  0.10805E+03  0.10000E+01
   10.6020   3.4900  16.0000   0.2148   2.8667  0.96830E+02  0.96824E+02  0.68405E-02  0.10952E+03  0.30800E-01  0.17829E+01  0.10770E+03  0.10000E+01
   10.6020   3.5000  16.0000   0.2157   2.8749  0.96625E+02  0.96618E+02  0.67853E-02  0.10915E+03  0.29651E-01  0.17577E+01  0.10736E+03  0.10000E+01
   10.6020   3.5100  16.0000   0.2166   2.8831  0.96419E+02  0.96413E+02  0.67299E-02  0.10878E+03  0.28540E-01  0.17324E+01  0.10702E+03  0.10000E+01
   10.6020   3.5200  16.0000   0.2176   2.8914  0.96214E+02  0.96207E+02  0.66741E-02  0.10842E+03  0.27468E-01  0.17072E+01  0.10668E+03  0.10000E+01
