h21deg5p1	10.602	21.035	-0.017	1.23444e+09	1.59841e+08	461.245	5000000	1033240	0.770207	0.0167436	0.390775	6760.48
h21deg5p1	10.602	21.035	-0.017	1.23444e+09	1.59841e+08	461.245	4.04342e+06	1033240	0.770207	0.0167436	0.390775	6760.48
h21deg4p0	10.602	21.035	-0.017	3.50163e+08	2.03785e+08	130.838	5e+06	1033513	1.92659	0.013133	1.50952	20489
h21deg3p3	10.602	21.035	-0.017	1.87418e+08	2.47004e+08	70.0285	5e+06	1033954	2.79074	0.0108351	2.56664	28754
h21deg2p7	10.602	21.035	-0.017	2.68634e+08	3.01915e+08	100.375	5e+06	1033568	3.52308	0.00886446	3.70366	33933
h39deg2p5	10.602	38.975	-0.017	1.007e+10	3.25989e+08	3762.63	4.28235e+06	1030539	0.030497	0.00820981	0.0181701	153.729
h39deg2p0	10.602	38.975	-0.017	6.88996e+09	4.0757e+08	2574.42	5e+06	1030122	0.113446	0.00656652	0.0980492	663.235
h39deg1p6	10.602	38.975	-0.017	1.97219e+09	5.09397e+08	736.906	5e+06	1030450	0.244829	0.00525388	0.256283	1387.48
h39deg1p3	10.602	38.975	-0.017	1.48951e+09	6.26981e+08	556.552	5e+06	1029348	0.386913	0.00426857	0.478831	2103.91
h33deg3p2	10.602	32.975	-0.017	5.27693e+09	2.54699e+08	1971.72	3.99364e+06	1032436	0.0553244	0.0105078	0.0291869	316.637
h33deg2p6	10.602	32.975	-0.017	4.16344e+09	3.13491e+08	1555.66	5e+06	1032505	0.187409	0.00853714	0.148988	1313.27
h33deg2p1	10.602	32.975	-0.017	8.25295e+08	3.88218e+08	308.37	5e+06	1031888	0.3934	0.00689384	0.380135	2704.15
h33deg1p7	10.602	32.975	-0.017	7.20693e+08	4.82409e+08	269.286	5e+06	1031201	0.626733	0.0055478	0.709741	4060.36
h29deg3p7	10.602	28.99	-0.017	2.3998e+09	2.20314e+08	896.683	4.06762e+06	1033394	0.117078	0.0121477	0.0619242	777.358
h29deg3p0	10.602	28.99	-0.017	1.72296e+09	2.71713e+08	643.781	5e+06	1033034	0.35358	0.00984977	0.2785	2833.78
h29deg2p4	10.602	28.99	-0.017	7.776e+08	3.3967e+08	290.549	5e+06	1033014	0.692908	0.00787915	0.663447	5399.98
h29deg2p0	10.602	28.99	-0.017	7.29075e+08	4.0757e+08	272.418	5e+06	1033043	0.976681	0.00656651	1.06199	7203.99
h25deg4p4	10.602	24.98	-0.017	3.00111e+09	1.85268e+08	1121.36	3.934e+06	1033576	0.251101	0.0144457	0.124857	1864.2
h25deg3p5	10.602	24.98	-0.017	8.05414e+08	2.32863e+08	300.942	5e+06	1033823	0.744168	0.0114931	0.577615	6863.11
h25deg3p0	10.602	24.98	-0.017	4.78061e+08	2.71713e+08	178.627	5e+06	1033662	1.13929	0.00984977	1.01964	10381.3
h25deg2p5	10.602	24.98	-0.017	2.62031e+08	3.25989e+08	97.9073	5e+06	1033747	1.58451	0.00820981	1.61125	13674.5
d21deg5p1	10.602	21.035	-0.017	1.67407e+09	1.59841e+08	541.003	4.85344e+06	1033376	1.13624	0.0193591	0.558276	11168.4
d21deg4p0	10.602	21.035	-0.017	5.33099e+08	2.03785e+08	172.28	5e+06	1033506	2.99704	0.0151845	2.27128	35643.9
d21deg3p3	10.602	21.035	-0.017	2.91319e+08	2.47004e+08	94.1446	5e+06	1033933	4.5311	0.0125276	4.03787	52301.4
d21deg2p7	10.602	21.035	-0.017	2.96929e+08	3.01915e+08	95.9576	5e+06	1033507	5.95921	0.0102492	6.04951	64080
d39deg2p5	10.602	38.975	-0.017	7.23071e+09	3.25989e+08	2336.72	4.9112e+06	1030458	0.0433476	0.00949226	0.0257038	251.419
d39deg2p0	10.602	38.975	-0.017	5.14358e+09	4.0757e+08	1662.23	5e+06	1029952	0.166129	0.00759226	0.139884	1093.85
d39deg1p6	10.602	38.975	-0.017	2.84199e+09	5.09397e+08	918.436	5e+06	1030340	0.376688	0.00607458	0.383913	2402.87
d39deg1p3	10.602	38.975	-0.017	1.7466e+09	6.26981e+08	564.444	5e+06	1029450	0.623486	0.00493536	0.748135	3801.05
d33deg3p2	10.602	32.975	-0.017	3.02478e+09	2.54699e+08	977.508	4.99446e+06	1032303	0.0789132	0.0121492	0.0413755	518.916
d33deg2p6	10.602	32.975	-0.017	3.27791e+09	3.13491e+08	1059.31	5e+06	1032284	0.275511	0.00987072	0.213041	2170.75
d33deg2p1	10.602	32.975	-0.017	1.09205e+09	3.88218e+08	352.914	5e+06	1032026	0.606201	0.00797072	0.569677	4686.16
d33deg1p7	10.602	32.975	-0.017	1.66572e+09	4.82409e+08	538.305	5e+06	1031387	1.01465	0.00641442	1.11151	7353.49
d29deg3p7	10.602	28.99	-0.017	2.14458e+09	2.20314e+08	693.058	4.99992e+06	1033480	0.168273	0.0140453	0.0875016	1270.13
d29deg3p0	10.602	28.99	-0.017	2.8464e+09	2.71713e+08	919.862	5e+06	1032838	0.526899	0.0113884	0.40301	4740.35
d29deg2p4	10.602	28.99	-0.017	1.01531e+09	3.3967e+08	328.116	5e+06	1032818	1.08537	0.00910995	1.00927	9496.16
d29deg2p0	10.602	28.99	-0.017	9.39378e+08	4.0757e+08	303.576	5e+06	1032751	1.5908	0.00759227	1.67677	13147.5
d25deg4p4	10.602	24.98	-0.017	2.63846e+09	1.85268e+08	852.663	4.95978e+06	1033348	0.364274	0.0167022	0.176947	3053.96
