d21deg5p1	10.602	21.0608	5.013	3094.38	3.19682e+06	1	89316	20348	1.20895	0.000967956	0.618827	12.1884
d21deg5p1	10.602	21.0608	5.013	3094.38	3.19682e+06	1	89316	20348	1.20895	0.000967956	0.618827	12.1884
d21deg5p1	10.602	21.0608	5.013	3094.38	3.19682e+07	1	892936	202930	1.21308	9.67956e-05	0.61369	12.0545
h29deg2p4	10.602	29.0158	2.359	2676.31	3.3967e+09	1	5e+07	10134540	0.693762	7.87915e-07	0.667891	5.33322
d29deg2p4	10.602	29.0158	2.359	3094.38	3.3967e+09	1	5e+07	10136514	1.11168	9.10994e-07	1.05012	9.69709
h21deg5p1	10.602	21.0608	5.013	2676.31	1.59841e+09	1	3.99561e+07	8821770	0.769228	1.67436e-06	0.449611	6.64113
c21deg2p7	10.602	21.0608	2.654	164.106	3.01915e+09	1	5e+07	10177299	36.3292	5.4355e-08	37.0954	20.5207
d21deg5p1	10.602	21.0608	5.013	3094.38	1.59841e+09	1	4.46427e+07	10156541	1.21142	1.93591e-06	0.610881	12.0112
h29deg2p0	10.602	29.0158	1.966	2676.31	4.0757e+09	1	5e+07	10135294	0.987637	6.56652e-07	1.09708	7.30148
d29deg2p0	10.602	29.0158	1.966	3094.38	4.0757e+09	1	5e+07	10137226	1.62167	7.59226e-07	1.76943	13.6183
h21deg4p0	10.602	21.0608	3.932	2676.31	2.03785e+09	1	5e+07	10157816	1.93272	1.3133e-06	1.51496	20.21
c21deg3p3	10.602	21.0608	3.244	164.106	2.47004e+09	1	5e+07	10178459	27.86	6.64384e-08	24.819	16.7836
d21deg4p0	10.602	21.0608	3.932	3094.38	2.03785e+09	1	5e+07	10158804	3.11436	1.51845e-06	2.38641	36.812
h39deg2p5	10.602	39.0008	2.458	2676.31	3.25989e+09	1	4.25458e+07	9286917	0.0299511	8.20981e-07	0.0194773	0.148502
d25deg4p4	10.602	25.0058	4.325	3094.38	1.85268e+09	1	4.38101e+07	10146325	0.392005	1.67022e-06	0.197422	3.34563
h21deg3p3	10.602	21.0608	3.244	2676.31	2.47004e+09	1	5e+07	10157002	2.80379	1.08351e-06	2.58767	28.4779
d21deg3p3	10.602	21.0608	3.244	3094.38	2.47004e+09	1	5e+07	10156585	4.63757	1.25276e-06	4.18191	53.2098
c21deg4p0	10.602	21.0608	3.932	164.106	2.03785e+09	1	5e+07	10178624	18.3477	8.05289e-08	13.6627	11.1989
h39deg2p0	10.602	39.0008	1.966	2676.31	4.0757e+09	1	5e+07	10102070	0.112357	6.56652e-07	0.0975769	0.647281
d25deg3p5	10.602	25.0058	3.441	3094.38	2.32863e+09	1	5e+07	10147118	1.17607	1.32884e-06	0.895778	12.0786
