3022	0	0.002165	0.002	0.0003
3023	0	0.00214767	0.002	0.0003
3024	0	0.00215879	0.002	0.0003
3025	0	0.00223063	0.002	0.0003
3022	0	0.002165	0.002	0.0003
3023	0	0.00214767	0.002	0.0003
3024	0	0.00215879	0.002	0.0003
3025	0	0.00223063	0.002	0.0003
3026	0.00339047	0.00765246	0.002	0.0003
3027	0.00402174	0.00909	0.002	0.0003
3028	0.00426297	0.00958212	0.002	0.0003
3029	0.0042329	0.00952158	0.002	0.0003
3030	0.00409934	0.0092546	0.002	0.0003
3031	0.00410292	0.00927186	0.002	0.0003
3032	0.00432281	0.00970146	0.002	0.0003
3033	0.00425457	0.00957889	0.002	0.0003
3034	0.00424244	0.00953834	0.002	0.0003
3010	0.00468034	0.0125479	0.002	0.0003
3011	0.00485988	0.012937	0.002	0.0003
3012	0.00438117	0.0118385	0.002	0.0003
3013	0.00442083	0.0119353	0.002	0.0003
3014	0.00458699	0.0123183	0.002	0.0003
3015	0.00406923	0.0110642	0.002	0.0003
3016	0.00416465	0.0112408	0.002	0.0003
3017	0.00460944	0.0123545	0.002	0.0003
3018	0.00494253	0.0131037	0.002	0.0003
3019	0.00481376	0.0128431	0.002	0.0003
3020	0.00493761	0.01311	0.002	0.0003
3021	0.0047836	0.0127805	0.002	0.0003
3035	0	0.00373127	0.002	0.0003
3036	0	0.00364094	0.002	0.0003
3037	0	0.00375145	0.002	0.0003
2484	0.0034905	0.0105153	0.002	0.0003
2485	0.00317661	0.00964365	0.002	0.0003
2486	0.00341286	0.0102851	0.002	0.0003
2487	0.00340393	0.0102972	0.002	0.0003
2488	0.0033145	0.01004	0.002	0.0003
2484	0.0034905	0.0105153	0.002	0.0003
2485	0.00317661	0.00964365	0.002	0.0003
2486	0.00341286	0.0102851	0.002	0.0003
2487	0.00340393	0.0102972	0.002	0.0003
2488	0.0033145	0.01004	0.002	0.0003
2897	0	0.00175723	0.002	0.0003
3022	0	0.002165	0.002	0.0003
2731	0	0.00123176	0.002	0.0003
2898	0	0.00166048	0.002	0.0003
2567	0	0.000962913	0.002	0.0003
3023	0	0.00214767	0.002	0.0003
2742	0	0.00132319	0.002	0.0003
1573	0	0.00053242	0.002	0.0003
2568	0	0.00091655	0.002	0.0003
1596	0	0.000628817	0.002	0.0003
