Run	Mom	Tgt	Theta	Beam E	BCM1PS2	PS3	
3210	4.325	1.01	25	10.602	10.001	1	-1
3211	4.325	1.01	25	10.602	19.536	1	-1
3212	4.325	1.01	25	10.602	33.873	1	-1
3213	4.325	1.01	25	10.602	34.628	1	-1
3214	4.325	1.01	25	10.602	42.819	1	-1
3215	4.325	1.01	25	10.602	52.138	1	-1
3217	4.325	2.01	25	10.602	51.277	1	-1
3218	4.325	2.01	25	10.602	41.212	1	-1
3219	4.325	2.01	25	10.602	33.683	1	-1
3220	4.325	2.01	25	10.602	19.806	1	-1
3221	4.325	2.01	25	10.602	10.234	1	-1
3223	4.325	12.01	25	10.602	52.654	1	-1
3224	4.325	12.01	25	10.602	49.122	1	-1
3225	4.325	12.01	25	10.602	34.004	1	-1
3226	4.325	26.98	25	10.602	38.455	1	-1
