0.54   1.0    1.7355E-01  1.0826E-01  1.3224E-01
0.55   1.0    1.6732E-01  1.0427E-01  1.2674E-01
0.56   1.0    1.6096E-01  1.0026E-01  1.2119E-01
0.57   1.0    1.5446E-01  9.6221E-02  1.1559E-01
0.58   1.0    1.4782E-01  9.2150E-02  1.0994E-01
0.59   1.0    1.4105E-01  8.8031E-02  1.0426E-01
0.60   1.0    1.3413E-01  8.3856E-02  9.8549E-02
0.61   1.0    1.2708E-01  7.9617E-02  9.2813E-02
0.62   1.0    1.1991E-01  7.5307E-02  8.7064E-02
0.63   1.0    1.1262E-01  7.0924E-02  8.1319E-02
0.64   1.0    1.0522E-01  6.6465E-02  7.5593E-02
0.65   1.0    9.7739E-02  6.1932E-02  6.9906E-02
0.66   1.0    9.0185E-02  5.7331E-02  6.4280E-02
0.67   1.0    8.2582E-02  5.2670E-02  5.8740E-02
0.68   1.0    7.4954E-02  4.7962E-02  5.3311E-02
0.69   1.0    6.7327E-02  4.3221E-02  4.8023E-02
0.70   1.0    5.9730E-02  3.8466E-02  4.2907E-02
0.71   1.0    5.2195E-02  3.3719E-02  3.7996E-02
0.72   1.0    4.4753E-02  2.9005E-02  3.3324E-02
0.73   1.0    3.7436E-02  2.4349E-02  2.8926E-02
0.74   1.0    3.0279E-02  1.9780E-02  2.4838E-02
0.75   1.0    2.3313E-02  1.5329E-02  2.1093E-02
0.76   1.0    1.6569E-02  1.1023E-02  1.7721E-02
0.77   1.0    1.0075E-02  6.8929E-03  1.4741E-02
0.78   1.0    3.8594E-03  2.9662E-03  1.2161E-02
0.79   1.0    0.0000E+00  0.0000E+00  9.9712E-03
0.80   1.0    0.0000E+00  0.0000E+00  8.1446E-03
0.81   1.0    0.0000E+00  0.0000E+00  6.6422E-03
0.82   1.0    0.0000E+00  0.0000E+00  5.4183E-03
0.83   1.0    0.0000E+00  0.0000E+00  4.4270E-03
0.84   1.0    0.0000E+00  0.0000E+00  3.6259E-03
0.85   1.0    0.0000E+00  0.0000E+00  2.9784E-03
0.86   1.0    0.0000E+00  0.0000E+00  2.4542E-03
0.87   1.0    0.0000E+00  0.0000E+00  2.0287E-03
0.88   1.0    0.0000E+00  0.0000E+00  1.6821E-03
0.89   1.0    0.0000E+00  0.0000E+00  1.3988E-03
0.90   1.0    0.0000E+00  0.0000E+00  1.1663E-03
0.91   1.0    0.0000E+00  0.0000E+00  9.7491E-04
0.92   1.0    0.0000E+00  0.0000E+00  8.1673E-04
0.93   1.0    0.0000E+00  0.0000E+00  6.8556E-04
0.94   1.0    0.0000E+00  0.0000E+00  5.7642E-04
0.95   1.0    0.0000E+00  0.0000E+00  4.8534E-04
0.96   1.0    0.0000E+00  0.0000E+00  4.0911E-04
0.97   1.0    0.0000E+00  0.0000E+00  3.4513E-04
0.98   1.0    0.0000E+00  0.0000E+00  2.9130E-04
0.99   1.0    0.0000E+00  0.0000E+00  2.4590E-04
1.00   1.0    0.0000E+00  0.0000E+00  2.0754E-04
0.10   1.1    3.2351E-01  2.6988E-01  3.0161E-01
0.11   1.1    3.2616E-01  2.6929E-01  3.0245E-01
0.12   1.1    3.2818E-01  2.6833E-01  3.0280E-01
0.13   1.1    3.2966E-01  2.6707E-01  3.0270E-01
0.14   1.1    3.3064E-01  2.6554E-01  3.0220E-01
0.15   1.1    3.3114E-01  2.6372E-01  3.0131E-01
0.16   1.1    3.3115E-01  2.6162E-01  3.0002E-01
0.17   1.1    3.3070E-01  2.5922E-01  2.9836E-01
0.18   1.1    3.2980E-01  2.5655E-01  2.9634E-01
0.19   1.1    3.2850E-01  2.5362E-01  2.9399E-01
0.20   1.1    3.2681E-01  2.5046E-01  2.9132E-01
0.21   1.1    3.2476E-01  2.4707E-01  2.8837E-01
0.22   1.1    3.2240E-01  2.4349E-01  2.8517E-01
0.23   1.1    3.1977E-01  2.3976E-01  2.8176E-01
0.24   1.1    3.1690E-01  2.3590E-01  2.7817E-01
0.25   1.1    3.1383E-01  2.3193E-01  2.7440E-01
0.26   1.1    3.1057E-01  2.2788E-01  2.7050E-01
0.27   1.1    3.0715E-01  2.2375E-01  2.6646E-01
0.28   1.1    3.0357E-01  2.1955E-01  2.6231E-01
0.29   1.1    2.9984E-01  2.1528E-01  2.5804E-01
0.30   1.1    2.9596E-01  2.1094E-01  2.5366E-01
0.31   1.1    2.9196E-01  2.0656E-01  2.4919E-01
0.32   1.1    2.8782E-01  2.0213E-01  2.4464E-01
0.33   1.1    2.8358E-01  1.9766E-01  2.4001E-01
0.34   1.1    2.7923E-01  1.9317E-01  2.3531E-01
0.35   1.1    2.7478E-01  1.8867E-01  2.3056E-01
0.36   1.1    2.7025E-01  1.8417E-01  2.2575E-01
0.37   1.1    2.6564E-01  1.7967E-01  2.2091E-01
0.38   1.1    2.6095E-01  1.7518E-01  2.1602E-01
0.39   1.1    2.5619E-01  1.7071E-01  2.1111E-01
0.40   1.1    2.5137E-01  1.6627E-01  2.0617E-01
0.41   1.1    2.4648E-01  1.6186E-01  2.0121E-01
0.42   1.1    2.4153E-01  1.5749E-01  1.9623E-01
0.43   1.1    2.3651E-01  1.5317E-01  1.9123E-01
0.44   1.1    2.3143E-01  1.4889E-01  1.8622E-01
0.45   1.1    2.2628E-01  1.4467E-01  1.8119E-01
0.46   1.1    2.2107E-01  1.4050E-01  1.7615E-01
0.47   1.1    2.1579E-01  1.3639E-01  1.7109E-01
0.48   1.1    2.1044E-01  1.3233E-01  1.6601E-01
0.49   1.1    2.0501E-01  1.2832E-01  1.6091E-01
0.50   1.1    1.9950E-01  1.2436E-01  1.5579E-01
0.51   1.1    1.9390E-01  1.2044E-01  1.5064E-01
0.52   1.1    1.8821E-01  1.1656E-01  1.4546E-01
0.53   1.1    1.8242E-01  1.1270E-01  1.4024E-01
0.54   1.1    1.7652E-01  1.0886E-01  1.3499E-01
0.55   1.1    1.7051E-01  1.0502E-01  1.2969E-01
0.56   1.1    1.6438E-01  1.0118E-01  1.2436E-01
0.57   1.1    1.5814E-01  9.7328E-02  1.1898E-01
0.58   1.1    1.5177E-01  9.3447E-02  1.1355E-01
0.59   1.1    1.4527E-01  8.9530E-02  1.0809E-01
0.60   1.1    1.3865E-01  8.5568E-02  1.0260E-01
0.61   1.1    1.3191E-01  8.1552E-02  9.7074E-02
0.62   1.1    1.2505E-01  7.7474E-02  9.1529E-02
0.63   1.1    1.1808E-01  7.3329E-02  8.5976E-02
0.64   1.1    1.1101E-01  6.9115E-02  8.0427E-02
0.65   1.1    1.0385E-01  6.4832E-02  7.4898E-02
0.66   1.1    9.6616E-02  6.0484E-02  6.9406E-02
0.67   1.1    8.9325E-02  5.6075E-02  6.3972E-02
0.68   1.1    8.1997E-02  5.1615E-02  5.8618E-02
0.69   1.1    7.4657E-02  4.7115E-02  5.3368E-02
0.70   1.1    6.7329E-02  4.2593E-02  4.8248E-02
0.71   1.1    6.0041E-02  3.8065E-02  4.3286E-02
0.72   1.1    5.2822E-02  3.3554E-02  3.8512E-02
0.73   1.1    4.5702E-02  2.9082E-02  3.3956E-02
0.74   1.1    3.8711E-02  2.4676E-02  2.9649E-02
0.75   1.1    3.1880E-02  2.0362E-02  2.5623E-02
0.76   1.1    2.5240E-02  1.6169E-02  2.1909E-02
0.77   1.1    1.8817E-02  1.2123E-02  1.8535E-02
0.78   1.1    1.2640E-02  8.2530E-03  1.5524E-02
0.79   1.1    6.7294E-03  4.5827E-03  1.2886E-02
0.80   1.1    1.1063E-03  1.1356E-03  1.0622E-02
0.81   1.1    0.0000E+00  0.0000E+00  8.7139E-03
0.82   1.1    0.0000E+00  0.0000E+00  7.1306E-03
0.83   1.1    0.0000E+00  0.0000E+00  5.8324E-03
0.84   1.1    0.0000E+00  0.0000E+00  4.7758E-03
0.85   1.1    0.0000E+00  0.0000E+00  3.9194E-03
0.86   1.1    0.0000E+00  0.0000E+00  3.2258E-03
0.87   1.1    0.0000E+00  0.0000E+00  2.6636E-03
0.88   1.1    0.0000E+00  0.0000E+00  2.2068E-03
0.89   1.1    0.0000E+00  0.0000E+00  1.8344E-03
0.90   1.1    0.0000E+00  0.0000E+00  1.5298E-03
0.91   1.1    0.0000E+00  0.0000E+00  1.2797E-03
0.92   1.1    0.0000E+00  0.0000E+00  1.0735E-03
0.93   1.1    0.0000E+00  0.0000E+00  9.0292E-04
0.94   1.1    0.0000E+00  0.0000E+00  7.6125E-04
0.95   1.1    0.0000E+00  0.0000E+00  6.4317E-04
0.96   1.1    0.0000E+00  0.0000E+00  5.4443E-04
0.97   1.1    0.0000E+00  0.0000E+00  4.6159E-04
0.98   1.1    0.0000E+00  0.0000E+00  3.9188E-04
0.99   1.1    0.0000E+00  0.0000E+00  3.3304E-04
1.00   1.1    0.0000E+00  0.0000E+00  2.8325E-04
0.10   1.2    3.2786E-01  2.7360E-01  3.0559E-01
0.11   1.2    3.3020E-01  2.7248E-01  3.0601E-01
0.12   1.2    3.3195E-01  2.7103E-01  3.0597E-01
0.13   1.2    3.3317E-01  2.6929E-01  3.0551E-01
0.14   1.2    3.3392E-01  2.6729E-01  3.0467E-01
0.15   1.2    3.3419E-01  2.6504E-01  3.0346E-01
0.16   1.2    3.3401E-01  2.6253E-01  3.0188E-01
0.17   1.2    3.3338E-01  2.5976E-01  2.9996E-01
0.18   1.2    3.3232E-01  2.5674E-01  2.9769E-01
0.19   1.2    3.3088E-01  2.5351E-01  2.9512E-01
0.20   1.2    3.2906E-01  2.5007E-01  2.9227E-01
0.21   1.2    3.2690E-01  2.4644E-01  2.8916E-01
0.22   1.2    3.2444E-01  2.4265E-01  2.8582E-01
0.23   1.2    3.2172E-01  2.3874E-01  2.8228E-01
0.24   1.2    3.1876E-01  2.3472E-01  2.7857E-01
0.25   1.2    3.1560E-01  2.3062E-01  2.7471E-01
0.26   1.2    3.1225E-01  2.2646E-01  2.7071E-01
0.27   1.2    3.0874E-01  2.2223E-01  2.6660E-01
0.28   1.2    3.0507E-01  2.1795E-01  2.6237E-01
0.29   1.2    3.0124E-01  2.1362E-01  2.5804E-01
0.30   1.2    2.9727E-01  2.0924E-01  2.5361E-01
0.31   1.2    2.9317E-01  2.0482E-01  2.4909E-01
0.32   1.2    2.8894E-01  2.0037E-01  2.4449E-01
0.33   1.2    2.8460E-01  1.9589E-01  2.3983E-01
0.34   1.2    2.8015E-01  1.9141E-01  2.3510E-01
0.35   1.2    2.7562E-01  1.8692E-01  2.3033E-01
0.36   1.2    2.7100E-01  1.8243E-01  2.2551E-01
0.37   1.2    2.6630E-01  1.7795E-01  2.2065E-01
0.38   1.2    2.6154E-01  1.7349E-01  2.1577E-01
0.39   1.2    2.5670E-01  1.6906E-01  2.1086E-01
0.40   1.2    2.5181E-01  1.6465E-01  2.0593E-01
0.41   1.2    2.4685E-01  1.6029E-01  2.0098E-01
0.42   1.2    2.4185E-01  1.5597E-01  1.9603E-01
0.43   1.2    2.3679E-01  1.5169E-01  1.9106E-01
0.44   1.2    2.3167E-01  1.4747E-01  1.8609E-01
0.45   1.2    2.2651E-01  1.4330E-01  1.8112E-01
0.46   1.2    2.2129E-01  1.3919E-01  1.7614E-01
0.47   1.2    2.1602E-01  1.3514E-01  1.7115E-01
0.48   1.2    2.1069E-01  1.3114E-01  1.6616E-01
0.49   1.2    2.0530E-01  1.2721E-01  1.6115E-01
0.50   1.2    1.9985E-01  1.2332E-01  1.5614E-01
0.51   1.2    1.9433E-01  1.1948E-01  1.5111E-01
0.52   1.2    1.8873E-01  1.1569E-01  1.4606E-01
0.53   1.2    1.8306E-01  1.1193E-01  1.4098E-01
0.54   1.2    1.7730E-01  1.0820E-01  1.3589E-01
0.55   1.2    1.7145E-01  1.0448E-01  1.3076E-01
0.56   1.2    1.6551E-01  1.0077E-01  1.2560E-01
0.57   1.2    1.5946E-01  9.7060E-02  1.2041E-01
0.58   1.2    1.5331E-01  9.3334E-02  1.1518E-01
0.59   1.2    1.4706E-01  8.9586E-02  1.0992E-01
0.60   1.2    1.4070E-01  8.5805E-02  1.0463E-01
0.61   1.2    1.3423E-01  8.1980E-02  9.9317E-02
0.62   1.2    1.2766E-01  7.8106E-02  9.3982E-02
0.63   1.2    1.2098E-01  7.4176E-02  8.8633E-02
0.64   1.2    1.1422E-01  7.0188E-02  8.3283E-02
0.65   1.2    1.0737E-01  6.6138E-02  7.7943E-02
0.66   1.2    1.0046E-01  6.2027E-02  7.2628E-02
0.67   1.2    9.3480E-02  5.7860E-02  6.7354E-02
0.68   1.2    8.6466E-02  5.3643E-02  6.2140E-02
0.69   1.2    7.9433E-02  4.9386E-02  5.7006E-02
0.70   1.2    7.2402E-02  4.5101E-02  5.1974E-02
0.71   1.2    6.5397E-02  4.0803E-02  4.7069E-02
0.72   1.2    5.8445E-02  3.6511E-02  4.2315E-02
0.73   1.2    5.1573E-02  3.2247E-02  3.7738E-02
0.74   1.2    4.4809E-02  2.8032E-02  3.3366E-02
0.75   1.2    3.8183E-02  2.3891E-02  2.9227E-02
0.76   1.2    3.1721E-02  1.9850E-02  2.5350E-02
0.77   1.2    2.5451E-02  1.5935E-02  2.1761E-02
0.78   1.2    1.9399E-02  1.2172E-02  1.8487E-02
0.79   1.2    1.3589E-02  8.5859E-03  1.5549E-02
0.80   1.2    8.0401E-03  5.1985E-03  1.2959E-02
0.81   1.2    2.7691E-03  2.0304E-03  1.0721E-02
0.82   1.2    0.0000E+00  0.0000E+00  8.8223E-03
0.83   1.2    0.0000E+00  0.0000E+00  7.2378E-03
0.84   1.2    0.0000E+00  0.0000E+00  5.9326E-03
0.85   1.2    0.0000E+00  0.0000E+00  4.8668E-03
0.86   1.2    0.0000E+00  0.0000E+00  4.0008E-03
0.87   1.2    0.0000E+00  0.0000E+00  3.2983E-03
0.88   1.2    0.0000E+00  0.0000E+00  2.7282E-03
0.89   1.2    0.0000E+00  0.0000E+00  2.2646E-03
0.90   1.2    0.0000E+00  0.0000E+00  1.8864E-03
0.91   1.2    0.0000E+00  0.0000E+00  1.5769E-03
0.92   1.2    0.0000E+00  0.0000E+00  1.3224E-03
0.93   1.2    0.0000E+00  0.0000E+00  1.1125E-03
0.94   1.2    0.0000E+00  0.0000E+00  9.3867E-04
0.95   1.2    0.0000E+00  0.0000E+00  7.9410E-04
0.96   1.2    0.0000E+00  0.0000E+00  6.7343E-04
0.97   1.2    0.0000E+00  0.0000E+00  5.7235E-04
0.98   1.2    0.0000E+00  0.0000E+00  4.8739E-04
0.99   1.2    0.0000E+00  0.0000E+00  4.1573E-04
1.00   1.2    0.0000E+00  0.0000E+00  3.5512E-04
0.10   1.3    3.3142E-01  2.7660E-01  3.0881E-01
0.11   1.3    3.3349E-01  2.7506E-01  3.0889E-01
0.12   1.3    3.3500E-01  2.7319E-01  3.0852E-01
0.13   1.3    3.3600E-01  2.7106E-01  3.0776E-01
0.14   1.3    3.3653E-01  2.6869E-01  3.0662E-01
0.15   1.3    3.3662E-01  2.6607E-01  3.0514E-01
0.16   1.3    3.3625E-01  2.6322E-01  3.0332E-01
0.17   1.3    3.3546E-01  2.6014E-01  3.0116E-01
0.18   1.3    3.3426E-01  2.5684E-01  2.9869E-01
0.19   1.3    3.3268E-01  2.5334E-01  2.9593E-01
0.20   1.3    3.3074E-01  2.4967E-01  2.9291E-01
0.21   1.3    3.2847E-01  2.4583E-01  2.8965E-01
0.22   1.3    3.2591E-01  2.4186E-01  2.8618E-01
0.23   1.3    3.2309E-01  2.3779E-01  2.8252E-01
0.24   1.3    3.2004E-01  2.3363E-01  2.7870E-01
0.25   1.3    3.1679E-01  2.2941E-01  2.7474E-01
0.26   1.3    3.1336E-01  2.2513E-01  2.7066E-01
0.27   1.3    3.0976E-01  2.2082E-01  2.6646E-01
0.28   1.3    3.0599E-01  2.1646E-01  2.6216E-01
0.29   1.3    3.0208E-01  2.1206E-01  2.5776E-01
0.30   1.3    2.9802E-01  2.0763E-01  2.5327E-01
0.31   1.3    2.9383E-01  2.0316E-01  2.4870E-01
0.32   1.3    2.8951E-01  1.9868E-01  2.4406E-01
0.33   1.3    2.8509E-01  1.9419E-01  2.3936E-01
0.34   1.3    2.8056E-01  1.8970E-01  2.3460E-01
0.35   1.3    2.7594E-01  1.8521E-01  2.2980E-01
0.36   1.3    2.7124E-01  1.8072E-01  2.2496E-01
0.37   1.3    2.6647E-01  1.7626E-01  2.2008E-01
0.38   1.3    2.6163E-01  1.7182E-01  2.1519E-01
0.39   1.3    2.5673E-01  1.6741E-01  2.1027E-01
0.40   1.3    2.5177E-01  1.6303E-01  2.0535E-01
0.41   1.3    2.4676E-01  1.5869E-01  2.0041E-01
0.42   1.3    2.4170E-01  1.5440E-01  1.9547E-01
0.43   1.3    2.3660E-01  1.5016E-01  1.9052E-01
0.44   1.3    2.3145E-01  1.4597E-01  1.8558E-01
0.45   1.3    2.2626E-01  1.4184E-01  1.8064E-01
0.46   1.3    2.2103E-01  1.3777E-01  1.7570E-01
0.47   1.3    2.1576E-01  1.3377E-01  1.7077E-01
0.48   1.3    2.1044E-01  1.2982E-01  1.6584E-01
0.49   1.3    2.0508E-01  1.2594E-01  1.6091E-01
0.50   1.3    1.9967E-01  1.2211E-01  1.5597E-01
0.51   1.3    1.9420E-01  1.1833E-01  1.5104E-01
0.52   1.3    1.8868E-01  1.1461E-01  1.4609E-01
0.53   1.3    1.8310E-01  1.1092E-01  1.4113E-01
0.54   1.3    1.7744E-01  1.0727E-01  1.3616E-01
0.55   1.3    1.7172E-01  1.0365E-01  1.3117E-01
0.56   1.3    1.6592E-01  1.0004E-01  1.2615E-01
0.57   1.3    1.6003E-01  9.6440E-02  1.2112E-01
0.58   1.3    1.5406E-01  9.2837E-02  1.1605E-01
0.59   1.3    1.4801E-01  8.9222E-02  1.1097E-01
0.60   1.3    1.4186E-01  8.5584E-02  1.0585E-01
0.61   1.3    1.3561E-01  8.1914E-02  1.0072E-01
0.62   1.3    1.2928E-01  7.8206E-02  9.5564E-02
0.63   1.3    1.2286E-01  7.4453E-02  9.0398E-02
0.64   1.3    1.1635E-01  7.0649E-02  8.5227E-02
0.65   1.3    1.0977E-01  6.6793E-02  8.0061E-02
0.66   1.3    1.0313E-01  6.2882E-02  7.4914E-02
0.67   1.3    9.6427E-02  5.8919E-02  6.9796E-02
0.68   1.3    8.9687E-02  5.4909E-02  6.4727E-02
0.69   1.3    8.2923E-02  5.0860E-02  5.9719E-02
0.70   1.3    7.6154E-02  4.6780E-02  5.4795E-02
0.71   1.3    6.9404E-02  4.2684E-02  4.9975E-02
0.72   1.3    6.2694E-02  3.8587E-02  4.5280E-02
0.73   1.3    5.6049E-02  3.4508E-02  4.0734E-02
0.74   1.3    4.9496E-02  3.0466E-02  3.6360E-02
0.75   1.3    4.3060E-02  2.6485E-02  3.2184E-02
0.76   1.3    3.6769E-02  2.2588E-02  2.8230E-02
0.77   1.3    3.0649E-02  1.8798E-02  2.4525E-02
0.78   1.3    2.4724E-02  1.5142E-02  2.1092E-02
0.79   1.3    1.9018E-02  1.1642E-02  1.7956E-02
0.80   1.3    1.3550E-02  8.3202E-03  1.5135E-02
0.81   1.3    8.3395E-03  5.1980E-03  1.2642E-02
0.82   1.3    3.3981E-03  2.2919E-03  1.0481E-02
0.83   1.3    0.0000E+00  0.0000E+00  8.6413E-03
0.84   1.3    0.0000E+00  0.0000E+00  7.1016E-03
0.85   1.3    0.0000E+00  0.0000E+00  5.8301E-03
0.86   1.3    0.0000E+00  0.0000E+00  4.7897E-03
0.87   1.3    0.0000E+00  0.0000E+00  3.9431E-03
0.88   1.3    0.0000E+00  0.0000E+00  3.2556E-03
0.89   1.3    0.0000E+00  0.0000E+00  2.6972E-03
0.90   1.3    0.0000E+00  0.0000E+00  2.2427E-03
0.91   1.3    0.0000E+00  0.0000E+00  1.8717E-03
0.92   1.3    0.0000E+00  0.0000E+00  1.5677E-03
0.93   1.3    0.0000E+00  0.0000E+00  1.3177E-03
0.94   1.3    0.0000E+00  0.0000E+00  1.1113E-03
0.95   1.3    0.0000E+00  0.0000E+00  9.4009E-04
0.96   1.3    0.0000E+00  0.0000E+00  7.9756E-04
0.97   1.3    0.0000E+00  0.0000E+00  6.7844E-04
0.98   1.3    0.0000E+00  0.0000E+00  5.7851E-04
0.99   1.3    0.0000E+00  0.0000E+00  4.9437E-04
1.00   1.3    0.0000E+00  0.0000E+00  4.2328E-04
0.10   1.4    3.3452E-01  2.7919E-01  3.1160E-01
0.11   1.4    3.3635E-01  2.7728E-01  3.1138E-01
0.12   1.4    3.3765E-01  2.7506E-01  3.1073E-01
0.13   1.4    3.3845E-01  2.7258E-01  3.0969E-01
0.14   1.4    3.3880E-01  2.6988E-01  3.0831E-01
0.15   1.4    3.3871E-01  2.6696E-01  3.0660E-01
0.16   1.4    3.3819E-01  2.6382E-01  3.0455E-01
0.17   1.4    3.3725E-01  2.6047E-01  3.0219E-01
0.18   1.4    3.3592E-01  2.5692E-01  2.9954E-01
0.19   1.4    3.3421E-01  2.5320E-01  2.9662E-01
0.20   1.4    3.3216E-01  2.4932E-01  2.9344E-01
0.21   1.4    3.2979E-01  2.4530E-01  2.9004E-01
0.22   1.4    3.2713E-01  2.4117E-01  2.8644E-01
0.23   1.4    3.2422E-01  2.3695E-01  2.8267E-01
0.24   1.4    3.2108E-01  2.3266E-01  2.7874E-01
0.25   1.4    3.1773E-01  2.2832E-01  2.7469E-01
0.26   1.4    3.1421E-01  2.2394E-01  2.7051E-01
0.27   1.4    3.1052E-01  2.1954E-01  2.6623E-01
0.28   1.4    3.0666E-01  2.1510E-01  2.6186E-01
0.29   1.4    3.0265E-01  2.1063E-01  2.5738E-01
0.30   1.4    2.9849E-01  2.0614E-01  2.5283E-01
0.31   1.4    2.9421E-01  2.0163E-01  2.4820E-01
0.32   1.4    2.8980E-01  1.9711E-01  2.4350E-01
0.33   1.4    2.8528E-01  1.9259E-01  2.3874E-01
0.34   1.4    2.8066E-01  1.8807E-01  2.3394E-01
0.35   1.4    2.7595E-01  1.8356E-01  2.2909E-01
0.36   1.4    2.7116E-01  1.7907E-01  2.2421E-01
0.37   1.4    2.6630E-01  1.7460E-01  2.1931E-01
0.38   1.4    2.6137E-01  1.7016E-01  2.1438E-01
0.39   1.4    2.5639E-01  1.6575E-01  2.0944E-01
0.40   1.4    2.5136E-01  1.6138E-01  2.0450E-01
0.41   1.4    2.4628E-01  1.5705E-01  1.9955E-01
0.42   1.4    2.4115E-01  1.5277E-01  1.9460E-01
0.43   1.4    2.3599E-01  1.4855E-01  1.8965E-01
0.44   1.4    2.3079E-01  1.4438E-01  1.8472E-01
0.45   1.4    2.2556E-01  1.4027E-01  1.7979E-01
0.46   1.4    2.2030E-01  1.3622E-01  1.7487E-01
0.47   1.4    2.1501E-01  1.3224E-01  1.6997E-01
0.48   1.4    2.0968E-01  1.2832E-01  1.6508E-01
0.49   1.4    2.0432E-01  1.2447E-01  1.6019E-01
0.50   1.4    1.9893E-01  1.2068E-01  1.5532E-01
0.51   1.4    1.9350E-01  1.1695E-01  1.5045E-01
0.52   1.4    1.8802E-01  1.1327E-01  1.4558E-01
0.53   1.4    1.8250E-01  1.0964E-01  1.4071E-01
0.54   1.4    1.7693E-01  1.0605E-01  1.3583E-01
0.55   1.4    1.7130E-01  1.0250E-01  1.3095E-01
0.56   1.4    1.6561E-01  9.8967E-02  1.2606E-01
0.57   1.4    1.5985E-01  9.5455E-02  1.2115E-01
0.58   1.4    1.5403E-01  9.1950E-02  1.1622E-01
0.59   1.4    1.4813E-01  8.8442E-02  1.1128E-01
0.60   1.4    1.4216E-01  8.4922E-02  1.0632E-01
0.61   1.4    1.3611E-01  8.1381E-02  1.0134E-01
0.62   1.4    1.2998E-01  7.7812E-02  9.6354E-02
0.63   1.4    1.2377E-01  7.4208E-02  9.1352E-02
0.64   1.4    1.1750E-01  7.0563E-02  8.6348E-02
0.65   1.4    1.1115E-01  6.6872E-02  8.1348E-02
0.66   1.4    1.0475E-01  6.3135E-02  7.6360E-02
0.67   1.4    9.8295E-02  5.9352E-02  7.1397E-02
0.68   1.4    9.1803E-02  5.5526E-02  6.6473E-02
0.69   1.4    8.5286E-02  5.1662E-02  6.1601E-02
0.70   1.4    7.8763E-02  4.7769E-02  5.6800E-02
0.71   1.4    7.2251E-02  4.3858E-02  5.2084E-02
0.72   1.4    6.5772E-02  3.9941E-02  4.7477E-02
0.73   1.4    5.9347E-02  3.6036E-02  4.2996E-02
0.74   1.4    5.3001E-02  3.2159E-02  3.8664E-02
0.75   1.4    4.6758E-02  2.8332E-02  3.4503E-02
0.76   1.4    4.0642E-02  2.4577E-02  3.0535E-02
0.77   1.4    3.4680E-02  2.0915E-02  2.6783E-02
0.78   1.4    2.8894E-02  1.7369E-02  2.3270E-02
0.79   1.4    2.3307E-02  1.3964E-02  2.0018E-02
0.80   1.4    1.7939E-02  1.0720E-02  1.7048E-02
0.81   1.4    1.2809E-02  7.6572E-03  1.4379E-02
0.82   1.4    7.9308E-03  4.7936E-03  1.2019E-02
