   2.20989E-01   3.39828E+00   1.28596E+01   8.54751E-01
   2.23372E-01   3.42654E+00   1.27939E+01   8.53511E-01
   2.25767E-01   3.45480E+00   1.27281E+01   8.52280E-01
   2.28173E-01   3.48306E+00   1.26623E+01   8.51060E-01
   2.30591E-01   3.51132E+00   1.25965E+01   8.49843E-01
   2.33021E-01   3.53958E+00   1.25307E+01   8.48616E-01
   2.35463E-01   3.56784E+00   1.24650E+01   8.47403E-01
   2.37917E-01   3.59610E+00   1.23992E+01   8.46201E-01
   2.40383E-01   3.62436E+00   1.23334E+01   8.44996E-01
   2.42862E-01   3.65262E+00   1.22676E+01   8.43800E-01
   2.45353E-01   3.68088E+00   1.22018E+01   8.42613E-01
   2.47857E-01   3.70914E+00   1.21361E+01   8.41425E-01
   2.50373E-01   3.73740E+00   1.20703E+01   8.40248E-01
   2.52902E-01   3.76566E+00   1.20045E+01   8.39068E-01
   2.55444E-01   3.79392E+00   1.19387E+01   8.37902E-01
   2.57998E-01   3.82218E+00   1.18729E+01   8.36740E-01
   2.60565E-01   3.85044E+00   1.18072E+01   8.35581E-01
   2.63146E-01   3.87870E+00   1.17414E+01   8.34433E-01
   2.65740E-01   3.90696E+00   1.16756E+01   8.33291E-01
   2.68347E-01   3.93522E+00   1.16098E+01   8.32147E-01
   2.70967E-01   3.96348E+00   1.15440E+01   8.31009E-01
   2.73601E-01   3.99174E+00   1.14783E+01   8.29878E-01
   2.76248E-01   4.02000E+00   1.14125E+01   8.28751E-01
   2.78909E-01   4.04826E+00   1.13467E+01   8.27632E-01
   2.81584E-01   4.07652E+00   1.12809E+01   8.26515E-01
   2.84273E-01   4.10478E+00   1.12151E+01   8.25404E-01
   2.86976E-01   4.13304E+00   1.11494E+01   8.24299E-01
   2.89693E-01   4.16130E+00   1.10836E+01   8.23196E-01
   2.92424E-01   4.18956E+00   1.10178E+01   8.22096E-01
   2.95170E-01   4.21782E+00   1.09520E+01   8.21018E-01
   2.97930E-01   4.24608E+00   1.08862E+01   8.19930E-01
   3.00704E-01   4.27434E+00   1.08205E+01   8.18838E-01
   3.03493E-01   4.30260E+00   1.07547E+01   8.17770E-01
   3.06297E-01   4.33086E+00   1.06889E+01   8.16686E-01
   3.09116E-01   4.35912E+00   1.06231E+01   8.15624E-01
   3.11950E-01   4.38738E+00   1.05573E+01   8.14551E-01
   3.14799E-01   4.41564E+00   1.04916E+01   8.13489E-01
   3.17664E-01   4.44390E+00   1.04258E+01   8.12427E-01
   3.20544E-01   4.47216E+00   1.03600E+01   8.11370E-01
   3.23439E-01   4.50042E+00   1.02942E+01   8.10317E-01
   3.26350E-01   4.52868E+00   1.02284E+01   8.09267E-01
   3.29277E-01   4.55694E+00   1.01627E+01   8.08218E-01
   3.32220E-01   4.58521E+00   1.00969E+01   8.07162E-01
   3.35178E-01   4.61347E+00   1.00311E+01   8.06118E-01
   3.38153E-01   4.64173E+00   9.96532E+00   8.05078E-01
   3.41144E-01   4.66999E+00   9.89954E+00   8.04027E-01
   3.44152E-01   4.69825E+00   9.83376E+00   8.02988E-01
   3.47176E-01   4.72651E+00   9.76798E+00   8.01958E-01
   3.50217E-01   4.75477E+00   9.70220E+00   8.00920E-01
   3.53275E-01   4.78303E+00   9.63642E+00   7.99886E-01
   3.56350E-01   4.81129E+00   9.57064E+00   7.98854E-01
   3.59442E-01   4.83955E+00   9.50486E+00   7.97831E-01
   3.62551E-01   4.86781E+00   9.43908E+00   7.96795E-01
   3.65678E-01   4.89607E+00   9.37330E+00   7.95770E-01
   3.68822E-01   4.92433E+00   9.30752E+00   7.94742E-01
   3.71984E-01   4.95259E+00   9.24174E+00   7.93713E-01
   3.75164E-01   4.98085E+00   9.17596E+00   7.92688E-01
   3.78362E-01   5.00911E+00   9.11018E+00   7.91659E-01
   3.81578E-01   5.03737E+00   9.04440E+00   7.90633E-01
   3.84812E-01   5.06563E+00   8.97862E+00   7.89610E-01
   3.88065E-01   5.09389E+00   8.91284E+00   7.88584E-01
   3.91337E-01   5.12215E+00   8.84706E+00   7.87548E-01
   3.94627E-01   5.15041E+00   8.78128E+00   7.86521E-01
   3.97936E-01   5.17867E+00   8.71550E+00   7.85481E-01
   4.01265E-01   5.20693E+00   8.64972E+00   7.84456E-01
   4.04612E-01   5.23519E+00   8.58394E+00   7.83425E-01
   4.07980E-01   5.26345E+00   8.51816E+00   7.82393E-01
   4.11366E-01   5.29171E+00   8.45238E+00   7.81348E-01
   4.14773E-01   5.31997E+00   8.38660E+00   7.80313E-01
   4.18200E-01   5.34823E+00   8.32082E+00   7.79274E-01
   4.21647E-01   5.37649E+00   8.25504E+00   7.78238E-01
   4.25114E-01   5.40475E+00   8.18926E+00   7.77196E-01
   4.28601E-01   5.43301E+00   8.12348E+00   7.76149E-01
   4.32110E-01   5.46127E+00   8.05770E+00   7.75095E-01
   4.35639E-01   5.48953E+00   7.99192E+00   7.74045E-01
   4.39190E-01   5.51779E+00   7.92614E+00   7.72992E-01
   4.46354E-01   5.57431E+00   7.79458E+00   7.70882E-01
   4.49969E-01   5.60257E+00   7.72880E+00   7.69818E-01
   4.53606E-01   5.63083E+00   7.66302E+00   7.68755E-01
   4.57264E-01   5.65909E+00   7.59724E+00   7.67694E-01
   4.60945E-01   5.68735E+00   7.53146E+00   7.66631E-01
   4.64649E-01   5.71561E+00   7.46568E+00   7.65564E-01
   4.68375E-01   5.74387E+00   7.39990E+00   7.64491E-01
   4.72123E-01   5.77213E+00   7.33412E+00   7.63415E-01
